event_id,timestamp,user_id,src_ip,device_id,event_type,authentication_result,location,severity,source_file,deletion_reason,alert_id,alert_type,process_name,status,analyst_decision,department,role,employment_status,privileged_account
,2026-03-11 06:42:00,U0278,,D0087,,,,HIGH,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001315,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-13 08:47:52,U0146,,D9003,,,,Low,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001848,Suspicious Process,outlook.exe,Open,NEEDS_INVESTIGATION,,,,
,2026-03-18T16:27:47Z,U0343,,D0172,,,,High,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000702,Suspicious Process,antivirus_update.exe,In Progress,FALSE_POSITIVE,,,,
,2026-03-19 16:09:16,U0217,,D0038,,,,high,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000068,Suspicious Process,inventory_scan.exe,In Progress,FALSE_POSITIVE,,,,
,2026-03-11 01:36:00,U0237,,D0098,,,,HIGH,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001213,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-11 06:45:00,U0299,,D0096,,,,High,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001316,Suspicious Process,backup_agent.exe,Closed,,,,,
,2026-03-11 13:18:00,U0078,,D0162,,,,HIGH,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001447,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-13 10:11:07,U0113,,D0091,,,,LOW,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000100,Suspicious Process,outlook.exe,In Progress,FALSE_POSITIVE,,,,
,2026-03-03 12:27:35,U0338,,D0017,,,,low,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000585,Unusual Network,inventory_scan.exe,In Progress,FALSE_POSITIVE,,,,
,2026-03-07 12:05:19,U0110,,D0194,,,,medium,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000489,Unusual Network,teams.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-06 09:34:48,U0145,,D0015,,,,low,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000737,Unusual Network,python.exe,Open,FALSE_POSITIVE,,,,
,2026-03-08 10:24:36,U0014,,D0079,,,,Critical,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001754,Credential Access,mimikatz.exe,Closed,TRUE_POSITIVE,,,,
,2026-03-10 12:14:39,U0217,,D0081,,,,CRITICAL,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001752,Persistence Attempt,powershell_enc.exe,Closed,,,,,
,2026-03-19 14:30:12,U0063,,D0075,,,,Medium,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001093,PUP Detected,antivirus_update.exe,Open,,,,,
,2026-03-07T16:53:34Z,U0318,,D0092,,,,High,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001125,Unusual Network,sccm_client.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-17 13:16:35,U0365,,D0039,,,,low,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001146,Unusual Network,chrome.exe,Open,FALSE_POSITIVE,,,,
,2026-03-11 11:54:00,U0317,,D0119,,,,High,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001419,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-18T16:07:40Z,U0353,,D0126,,,,Low,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001685,Malware Signature,mimikatz.exe,In Progress,NEEDS_INVESTIGATION,,,,
,2026-03-04 10:20:20,U0333,,D0065,,,,Medium,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000054,Unusual Network,outlook.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-18 18:55:14,U0031,,D0157,,,,MEDIUM,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000431,PUP Detected,teams.exe,Open,,,,,
,2026-03-17T12:46:13Z,U0196,,D0149,,,,Low,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000222,Suspicious Process,chrome.exe,Closed,,,,,
,2026-03-16T15:05:32Z,U0050,,D0141,,,,high,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001609,PUP Detected,python.exe,In Progress,NEEDS_INVESTIGATION,,,,
,2026-03-09T11:12:36Z,U0300,,D0101,,,,HIGH,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001016,Unusual Network,inventory_scan.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-12 15:18:33,U0041,,D0185,,,,Low,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000109,PUP Detected,outlook.exe,In Progress,,,,,
,2026-03-05 10:06:53,U0037,,D0117,,,,Low,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000192,PUP Detected,python.exe,Open,FALSE_POSITIVE,,,,
,2026-03-13T13:37:09Z,U0100,,D0046,,,,Medium,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000451,PUP Detected,inventory_scan.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-11 05:42:00,U0334,,D0114,,,,high,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001295,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-18 12:34:06,U0060,,D0187,,,,HIGH,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000926,Suspicious Process,sccm_client.exe,In Progress,FALSE_POSITIVE,,,,
,2026-03-19T14:36:26Z,U0168,,D0120,,,,low,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001664,Persistence Attempt,sccm_client.exe,Open,NEEDS_INVESTIGATION,,,,
,2026-03-08 19:16:37,U0071,,D0099,,,,low,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000565,Unusual Network,inventory_scan.exe,Open,FALSE_POSITIVE,,,,
,2026-03-17 19:47:17,U0366,,D0137,,,,medium,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000411,PUP Detected,chrome.exe,In Progress,FALSE_POSITIVE,,,,
,2026-03-02 10:55:13,U0354,,D0044,,,,High,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000658,Suspicious Process,teams.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-11 08:27:00,U0231,,D0169,,,,high,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001350,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-14 18:51:00,U0052,,D0067,,,,medium,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000785,PUP Detected,inventory_scan.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-08 10:39:13,U0038,,D0193,,,,Medium,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000452,PUP Detected,teams.exe,Open,,,,,
,2026-03-06 10:05:52,U0158,,D0027,,,,low,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000086,PUP Detected,inventory_scan.exe,In Progress,FALSE_POSITIVE,,,,
,2026-03-11 00:57:00,U0157,,D0159,,,,High,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001200,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-14 12:23:46,U0024,,D0051,,,,HIGH,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001589,Malware Signature,inventory_scan.exe,In Progress,NEEDS_INVESTIGATION,,,,
,2026-03-14T18:27:53Z,U0108,,D0047,,,,low,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001704,Credential Access,inventory_scan.exe,Open,NEEDS_INVESTIGATION,,,,
,2026-03-22T11:13:18Z,U0095,,D0099,,,,MEDIUM,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001647,Malware Signature,cryptolock.exe,Open,NEEDS_INVESTIGATION,,,,
,2026-03-10T12:37:57Z,U0364,,D0129,,,,MEDIUM,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001645,Unusual Network,chrome.exe,Open,NEEDS_INVESTIGATION,,,,
,2026-03-11 12:57:00,U0307,,D0095,,,,High,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001440,Suspicious Process,backup_agent.exe,Closed,,,,,
,2026-03-07 16:29:12,U0383,,D0128,,,,low,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001090,Suspicious Process,inventory_scan.exe,Open,FALSE_POSITIVE,,,,
,2026-03-16 09:12:32,U0179,,D9008,,,,critical,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001840,Unusual Network,chrome.exe,Open,,,,,
,2026-03-02T17:07:31Z,U0345,,D0103,,,,MEDIUM,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001688,Malware Signature,inventory_scan.exe,Open,NEEDS_INVESTIGATION,,,,
,2026-03-21T14:37:03Z,U0075,,D0116,,,,high,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000354,Suspicious Process,outlook.exe,Open,FALSE_POSITIVE,,,,
,2026-03-10 08:37:44,U0258,,D0167,,,,Low,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000464,Unusual Network,antivirus_update.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-11 05:06:00,U0103,,D0035,,,,high,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001283,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-13T15:43:33Z,U0292,,D0046,,,,High,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000359,PUP Detected,inventory_scan.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-10 17:22:58,U0253,,D0157,,,,HIGH,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001593,Credential Access,inventory_scan.exe,In Progress,NEEDS_INVESTIGATION,,,,
,2026-03-14 19:30:29,U0282,,D0065,,,,Low,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000510,Suspicious Process,chrome.exe,In Progress,FALSE_POSITIVE,,,,
,2026-03-11T18:27:00Z,U0338,,D0014,,,,HIGH,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001550,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-11 14:06:00,U0381,,D0030,,,,high,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001463,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-05 11:24:24,U0341,,D0050,,,,High,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001127,Unusual Network,python.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-11 03:18:00,U0074,,D0166,,,,High,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001247,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-22 16:27:20,U0004,,D0173,,,,Critical,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001681,Persistence Attempt,antivirus_update.exe,In Progress,NEEDS_INVESTIGATION,,,,
,2026-03-11 19:45:00,U0043,,D0113,,,,High,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001576,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-11T05:00:00Z,U0225,,D0002,,,,High,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001281,Suspicious Process,backup_agent.exe,Closed,,,,,
,2026-03-10T16:43:37Z,U0136,,D0037,,,,Medium,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000613,Suspicious Process,antivirus_update.exe,In Progress,FALSE_POSITIVE,,,,
,2026-03-10 19:19:12,U0346,,D0131,,,,LOW,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000085,PUP Detected,python.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-09 12:53:16,U0168,,D0033,,,,high,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000364,Suspicious Process,inventory_scan.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-11 13:30:00,U0309,,D0181,,,,High,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001451,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-06 09:50:05,U0356,,D0095,,,,Critical,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001583,Unusual Network,psexec.exe,In Progress,,,,,
,2026-03-13 10:30:29,U0369,,D0146,,,,High,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001716,Suspicious Process,antivirus_update.exe,Open,,,,,
,2026-03-12 14:19:52,U0124,,D0192,,,,medium,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001632,Unusual Network,outlook.exe,Open,NEEDS_INVESTIGATION,,,,
,2026-03-22 10:26:15,U0001,,D0182,,,,low,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000241,Suspicious Process,outlook.exe,Open,FALSE_POSITIVE,,,,
,2026-03-11 16:15:00,U0042,,D0091,,,,High,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001506,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-13T18:46:56Z,U0047,,D0123,,,,MEDIUM,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001046,PUP Detected,outlook.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-11 00:03:00,U0259,,D0136,,,,HIGH,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001182,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-22 11:23:01,U0258,,D9008,,,,CRITICAL,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001834,Credential Access,powershell_enc.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-21 08:30:10,U0293,,D0135,,,,LOW,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000715,Unusual Network,chrome.exe,Closed,FALSE_POSITIVE,,,,
,2026-03-17 14:12:02,U0364,,D0176,,,,MEDIUM,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR000447,Suspicious Process,teams.exe,In Progress,FALSE_POSITIVE,,,,
,2026-03-11 16:12:00,U0077,,D0123,,,,High,edr_alerts.csv,EXACT_DUPLICATE_ROW,EDR001505,Suspicious Process,backup_agent.exe,Closed,FALSE_POSITIVE,,,,
,,U0201,,,,,Marseille,,users.csv,EXACT_DUPLICATE_ROW,,,,,,Direction,Coordinator,INACTIVE,NO
,,U0333,,,,,Marseille,,users.csv,EXACT_DUPLICATE_ROW,,,,,,Finance,Technician,ACTIVE,NO
,,U0088,,,,,Lyon,,users.csv,EXACT_DUPLICATE_ROW,,,,,,Finance,Engineer,ACTIVE,NO
,,U0350,,,,,Bordeaux,,users.csv,EXACT_DUPLICATE_ROW,,,,,,RH,Manager,ACTIVE,NO
,,U0015,,,,,Lille,,users.csv,EXACT_DUPLICATE_ROW,,,,,,Communication,Manager,ACTIVE,NO
