event_id,timestamp,user_id,src_ip,device_id,event_type,authentication_result,location,severity,is_valid_ip,is_known_user,department,role,employment_status,privileged_account,location_user,hostname,asset_type,department_asset,owner,criticality,operating_system
AUTH003786,INCONNU,U0376,10.11.87.146,D0034,VPN_CONNECT,FAILED,Bordeaux,Low,True,True,FINANCE,Manager,ACTIVE,NO,Marseille,PHF-VM-0034,Vm,RH,Communication,Medium,WINDOWS 11
AUTH001672,05/03/2026,U0364,10.49.202.16,D0003,LOGOUT,Success,Marseille,medium,True,True,FINANCE,Assistant,ACTIVE,NO,Lyon,PHF-SRV-0003,Server,IT,IT,CRITICAL,WINDOWS SERVER 2022
AUTH002693,INCONNU,U0205,10.3.166.48,D0040,VPN_CONNECT,Success,Bordeaux,LOW,True,True,COMMUNICATION,Analyst,ACTIVE,NO,Lille,PHF-WS-0040,Mobile,IT,Communication,High,WINDOWS SERVER 2019
AUTH004216,16/03/2026,U0016,10.11.107.202,D0101,MFA_CHALLENGE,Success,Lyon,Medium,True,True,IT,Engineer,ACTIVE,NO,Lyon,PHF-VM-0101,Server,COMMUNICATION,Regions,Low,WINDOWS 10
AUTH002567,INCONNU,U0331,10.21.243.161,D0121,RDP_SESSION,success,Marseille,Low,True,True,RH,Manager,ACTIVE,NO,Marseille,PHF-WS-0120,Vm,IT,INCONNU,Medium,WINDOWS 11
AUTH000275,INCONNU,U0299,10.45.143.9,D0197,PASSWORD_CHANGE,Success,Lille,Low,True,True,JURIDIQUE,Technician,ACTIVE,NO,Toulouse,PHF-WS-0197,Vm,JURIDIQUE,Finance,HIGH,WINDOWS SERVER 2019
AUTH003362,INCONNU,U0096,10.24.191.178,D0195,RDP_SESSION,Success,Nantes,medium,True,True,DIRECTION,Analyst,ACTIVE,NO,Toulouse,PHF-SRV-0195,Desktop,RH,Finance,HIGH,UBUNTU 22.04
AUTH002675,INCONNU,INCONNU,10.36.50.9,D0007,LOGIN,Success,Lyon,Low,True,False,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,PHF-WS-0007,Laptop,RH,IT,LOW,WINDOWS 10
AUTH003599,02/03/2026,U0051,10.27.156.231,D0113,PASSWORD_CHANGE,Success,Paris,Medium,True,True,FINANCE,Director,ACTIVE,YES,Paris,PHF-WS-0113,Desktop,IT,Regions,CRITICAL,WINDOWS SERVER 2022
AUTH004570,INCONNU,U0174,10.8.88.148,D0107,PASSWORD_CHANGE,success,Paris,Medium,True,True,REGIONS,Director,ACTIVE,NO,Toulouse,PHF-SRV-0107,Mobile,FINANCE,Direction,INCONNU,WINDOWS SERVER 2022
AUTH002902,INCONNU,U0330,10.41.121.136,D0009,MFA_CHALLENGE,success,Lille,low,True,True,FINANCE,Coordinator,ACTIVE,YES,Marseille,PHF-WS-0009,Vm,COMMUNICATION,Communication,LOW,WINDOWS 10
AUTH001713,02/03/2026,U0233,10.40.96.185,D0119,PASSWORD_CHANGE,SUCCESS,Lille,medium,True,True,IT,Assistant,ACTIVE,NO,Toulouse,PHF-VM-0119,Laptop,IT,INCONNU,Low,WINDOWS SERVER 2019
AUTH000607,INCONNU,U0103,10.26.128.6,D0153,VPN_CONNECT,FAILURE,Lille,low,True,True,FINANCE,Technician,ACTIVE,NO,Lille,PHF-LT-0153,Server,REGIONS,IT,Medium,WINDOWS SERVER 2022
AUTH003840,17/03/2026,U0123,10.7.214.99,D0041,MFA_CHALLENGE,success,Paris,low,True,True,RH,Analyst,ACTIVE,NO,Bordeaux,PHF-SRV-0041,Vm,DIRECTION,Direction,CRITICAL,WINDOWS SERVER 2019
AUTH002294,INCONNU,U0084,10.45.131.87,D0087,LOGIN,FAILURE,Marseille,MEDIUM,True,True,COMMUNICATION,Analyst,ACTIVE,NO,Marseille,PHF-VM-0087,Vm,REGIONS,INCONNU,High,WINDOWS 11
AUTH004608,INCONNU,U0077,10.19.182.19,D0174,VPN_CONNECT,SUCCESS,Lille,low,True,True,DIRECTION,Assistant,ACTIVE,YES,Bordeaux,PHF-VM-0174,Vm,REGIONS,IT,INCONNU,WINDOWS SERVER 2022
AUTH002051,INCONNU,U0288,10.47.209.178,D0074,LOGOUT,success,Nantes,LOW,True,True,DIRECTION,Engineer,ACTIVE,NO,Lyon,PHF-WS-0074,Server,JURIDIQUE,INCONNU,MEDIUM,WINDOWS SERVER 2022
AUTH003325,10/03/2026,U0043,10.10.177.130,D0176,LOGOUT,Success,Lille,LOW,True,True,JURIDIQUE,Assistant,ACTIVE,NO,Toulouse,PHF-VM-0176,Server,JURIDIQUE,Direction,INCONNU,WINDOWS 10
AUTH003985,INCONNU,INCONNU,10.16.163.18,D0182,MFA_CHALLENGE,Success,Paris,Low,True,False,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,PHF-WS-0182,Desktop,RH,Communication,HIGH,WINDOWS 11
AUTH002187,INCONNU,U0224,10.39.176.165,D0167,MFA_CHALLENGE,SUCCESS,Bordeaux,Low,True,True,FINANCE,Analyst,ACTIVE,NO,Bordeaux,PHF-VM-0167,Laptop,RH,Direction,Critical,WINDOWS SERVER 2022
AUTH002737,INCONNU,U0279,10.1.73.130,D0065,MFA_CHALLENGE,success,Toulouse,low,True,True,RH,Coordinator,ACTIVE,NO,Paris,PHF-WS-0065,Mobile,COMMUNICATION,RH,MEDIUM,WINDOWS 11
AUTH004426,INCONNU,U0144,10.17.125.223,D0031,LOGOUT,Success,Lyon,medium,True,True,JURIDIQUE,Director,ACTIVE,NO,Lille,PHF-WS-0031,Mobile,JURIDIQUE,INCONNU,MEDIUM,WINDOWS 10
AUTH000067,INCONNU,U0035,10.37.43.86,D0106,RDP_SESSION,SUCCESS,Toulouse,Medium,True,True,JURIDIQUE,Coordinator,ACTIVE,NO,Nantes,PHF-WS-0106,Laptop,DIRECTION,Regions,LOW,WINDOWS 11
AUTH000391,INCONNU,U0158,10.42.92.88,D0133,LOGOUT,SUCCESS,Bordeaux,LOW,True,True,DIRECTION,Analyst,ACTIVE,NO,Marseille,PHF-VM-0133,Desktop,DIRECTION,RH,Critical,MACOS 14
AUTH004402,06/03/2026,U0282,10.25.38.71,D0164,LOGIN,SUCCESS,Toulouse,Medium,True,True,DIRECTION,Assistant,ACTIVE,NO,Paris,PHF-SRV-0164,Mobile,FINANCE,Finance,INCONNU,WINDOWS 11
AUTH003489,INCONNU,U0291,10.3.178.186,D0022,RDP_SESSION,SUCCESS,Nantes,medium,True,True,DIRECTION,Technician,ACTIVE,NO,Paris,PHF-LT-0022,Mobile,IT,Finance,Critical,WINDOWS SERVER 2022
AUTH000632,INCONNU,U0040,10.42.169.252,D0109,VPN_CONNECT,Success,Nantes,low,True,True,COMMUNICATION,Assistant,ACTIVE,NO,Toulouse,PHF-VM-0109,Desktop,IT,Juridique,MEDIUM,WINDOWS SERVER 2019
AUTH001541,INCONNU,U0028,10.31.71.216,D0072,LOGIN,SUCCESS,Nantes,MEDIUM,True,True,IT,Technician,ACTIVE,NO,Nantes,PHF-VM-0072,Mobile,JURIDIQUE,RH,LOW,UBUNTU 22.04
AUTH001915,INCONNU,U0122,10.33.252.148,D0148,MFA_CHALLENGE,SUCCESS,Lille,Medium,True,True,REGIONS,Manager,ACTIVE,NO,Bordeaux,PHF-LT-0148,Desktop,RH,Direction,CRITICAL,WINDOWS SERVER 2022
AUTH003887,INCONNU,U0245,10.19.180.135,D0105,MFA_CHALLENGE,success,Bordeaux,low,True,True,RH,Assistant,ACTIVE,NO,Lille,PHF-LT-0105,Vm,IT,Regions,High,WINDOWS 11
AUTH001160,INCONNU,U0149,10.47.187.176,D0138,LOGIN,SUCCESS,Nantes,Low,True,True,REGIONS,Technician,ACTIVE,NO,Toulouse,PHF-SRV-0138,Mobile,FINANCE,INCONNU,MEDIUM,UBUNTU 22.04
AUTH000355,11/03/2026,U0179,10.44.158.187,D0041,MFA_CHALLENGE,Success,Lille,LOW,True,True,RH,Technician,ACTIVE,NO,Lille,PHF-SRV-0041,Vm,DIRECTION,Direction,CRITICAL,WINDOWS SERVER 2019
AUTH000643,INCONNU,U0366,10.2.252.166,D0112,PASSWORD_CHANGE,Success,Lyon,Medium,True,True,IT,Assistant,ACTIVE,NO,Paris,PHF-VM-0112,Vm,JURIDIQUE,Finance,CRITICAL,MACOS 14
AUTH003245,10/03/2026,U0155,10.27.201.27,D0082,RDP_SESSION,Success,Lille,low,True,True,JURIDIQUE,Manager,ACTIVE,NO,Lille,PHF-VM-0082,Vm,IT,Juridique,HIGH,WINDOWS SERVER 2022
AUTH000308,13/03/2026,U0010,10.15.250.157,D0045,VPN_CONNECT,SUCCESS,Bordeaux,MEDIUM,True,True,DIRECTION,Analyst,ACTIVE,NO,Bordeaux,PHF-LT-0045,Mobile,JURIDIQUE,Finance,INCONNU,MACOS 14
AUTH001272,18/03/2026,U0193,10.0.161.252,D0044,PASSWORD_CHANGE,SUCCESS,Lyon,MEDIUM,True,True,IT,Manager,ACTIVE,NO,Paris,PHF-VM-0044,Mobile,COMMUNICATION,IT,Low,MACOS 14
AUTH000500,INCONNU,U0118,10.41.78.30,D0180,LOGOUT,SUCCESS,Toulouse,low,True,True,FINANCE,Analyst,ACTIVE,NO,Nantes,PHF-WS-0180,Desktop,RH,Communication,INCONNU,WINDOWS 11
AUTH003563,INCONNU,U0250,10.28.162.140,D0145,PASSWORD_CHANGE,success,Lille,low,True,True,COMMUNICATION,Manager,ACTIVE,NO,Paris,PHF-WS-0145,Mobile,RH,Direction,Low,MACOS 14
AUTH002787,08/03/2026,U0316,10.38.111.15,D0148,LOGIN,success,Bordeaux,Medium,True,True,COMMUNICATION,Director,ACTIVE,NO,Paris,PHF-LT-0148,Desktop,RH,Direction,CRITICAL,WINDOWS SERVER 2022
AUTH000286,INCONNU,U0183,10.27.22.187,D0018,LOGOUT,success,Marseille,Medium,True,True,COMMUNICATION,Director,ACTIVE,NO,Marseille,PHF-SRV-0018,Vm,DIRECTION,IT,LOW,MACOS 14
AUTH002126,INCONNU,U0259,10.32.99.65,D0055,MFA_CHALLENGE,SUCCESS,Lyon,medium,True,True,COMMUNICATION,Analyst,ACTIVE,NO,Bordeaux,PHF-LT-0055,Server,FINANCE,Regions,High,WINDOWS SERVER 2022
AUTH002535,13/03/2026,U0257,10.14.88.187,D0169,RDP_SESSION,Success,Toulouse,Low,True,True,FINANCE,Analyst,ACTIVE,NO,Lille,PHF-LT-0169,Mobile,COMMUNICATION,IT,HIGH,WINDOWS SERVER 2022
AUTH002010,10/03/2026,U0368,10.35.57.123,D0070,MFA_CHALLENGE,success,Lyon,Low,True,True,REGIONS,Technician,ACTIVE,YES,Lille,PHF-WS-0070,Vm,REGIONS,Direction,CRITICAL,WINDOWS 10
AUTH002723,03/03/2026,U0182,10.48.40.189,D0140,PASSWORD_CHANGE,Success,Nantes,MEDIUM,True,True,DIRECTION,Engineer,ACTIVE,NO,Nantes,PHF-VM-0140,Vm,COMMUNICATION,RH,CRITICAL,WINDOWS 10
AUTH003544,INCONNU,U0392,10.29.242.181,D0037,LOGOUT,SUCCESS,Marseille,LOW,True,True,DIRECTION,Director,ACTIVE,NO,Lille,PHF-VM-0037,Laptop,JURIDIQUE,Communication,High,WINDOWS SERVER 2022
AUTH000130,INCONNU,U0376,10.41.197.114,D0017,RDP_SESSION,Success,Nantes,Low,True,True,FINANCE,Manager,ACTIVE,NO,Marseille,PHF-LT-0017,Mobile,RH,Direction,High,WINDOWS 11
AUTH003070,07/03/2026,U0004,10.42.211.91,D0169,RDP_SESSION,Success,Marseille,Medium,True,True,IT,Coordinator,ACTIVE,NO,Nantes,PHF-LT-0169,Mobile,COMMUNICATION,IT,HIGH,WINDOWS SERVER 2022
AUTH001653,INCONNU,U0117,10.16.42.13,D0004,LOGOUT,success,Lyon,Low,True,True,IT,Engineer,ACTIVE,NO,Paris,PHF-LT-0004,Mobile,COMMUNICATION,RH,Medium,UBUNTU 22.04
AUTH002015,INCONNU,U0028,10.48.104.177,D0070,VPN_CONNECT,FAILED,Lyon,medium,True,True,IT,Technician,ACTIVE,NO,Nantes,PHF-WS-0070,Vm,REGIONS,Direction,CRITICAL,WINDOWS 10
AUTH003238,INCONNU,U0338,10.45.95.235,D0129,LOGOUT,Success,Nantes,Medium,True,True,JURIDIQUE,Technician,ACTIVE,NO,Lille,PHF-VM-0129,Server,DIRECTION,IT,CRITICAL,WINDOWS 10
AUTH001832,INCONNU,U0170,10.8.67.16,D0143,RDP_SESSION,success,Paris,LOW,True,True,FINANCE,Analyst,ACTIVE,NO,Lyon,PHF-VM-0143,Desktop,COMMUNICATION,RH,High,UBUNTU 22.04
AUTH000869,INCONNU,U0189,10.33.51.138,D0191,RDP_SESSION,SUCCESS,Nantes,LOW,True,True,RH,Analyst,ACTIVE,NO,Lille,PHF-VM-0191,Laptop,COMMUNICATION,Regions,LOW,MACOS 14
AUTH002831,INCONNU,U0295,10.7.78.74,D0042,PASSWORD_CHANGE,SUCCESS,Paris,Medium,True,True,COMMUNICATION,Assistant,ACTIVE,YES,Lyon,PHF-VM-0042,Mobile,RH,Regions,High,MACOS 14
AUTH000403,INCONNU,U0393,10.33.129.236,D0118,MFA_CHALLENGE,success,Bordeaux,low,True,True,COMMUNICATION,Coordinator,ACTIVE,NO,Lille,PHF-WS-0118,Laptop,IT,Juridique,MEDIUM,WINDOWS 10
AUTH001239,13/03/2026,U0329,10.36.81.148,D0075,RDP_SESSION,success,Marseille,Low,True,True,FINANCE,Director,ACTIVE,NO,Nantes,PHF-VM-0075,Server,REGIONS,Regions,Critical,WINDOWS 11
AUTH001213,INCONNU,U0096,10.36.140.237,D0157,LOGOUT,success,Lyon,LOW,True,True,DIRECTION,Analyst,ACTIVE,NO,Toulouse,PHF-WS-0157,Mobile,DIRECTION,Communication,HIGH,MACOS 14
AUTH001506,INCONNU,U0041,10.7.213.148,D0008,LOGIN,Success,Paris,Medium,True,True,RH,Assistant,ACTIVE,NO,Marseille,PHF-SRV-0008,Mobile,FINANCE,Communication,High,WINDOWS 11
AUTH003289,07/03/2026,U0091,10.26.51.218,D0191,LOGIN,success,Bordeaux,LOW,True,True,RH,Assistant,ACTIVE,NO,Paris,PHF-VM-0191,Laptop,COMMUNICATION,Regions,LOW,MACOS 14
AUTH002798,INCONNU,U0026,10.45.228.110,D0172,PASSWORD_CHANGE,success,Nantes,LOW,True,True,RH,Director,ACTIVE,NO,Lyon,PHF-SRV-0172,Server,FINANCE,IT,High,WINDOWS SERVER 2019
AUTH004792,INCONNU,U0338,10.36.49.3,D9003,LOGIN,SUCCESS,Lyon,low,True,True,JURIDIQUE,Technician,ACTIVE,NO,Lille,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU
AUTH000079,21/03/2026,U0167,10.38.34.204,D0172,LOGOUT,Success,Toulouse,medium,True,True,JURIDIQUE,Engineer,ACTIVE,NO,Bordeaux,PHF-SRV-0172,Server,FINANCE,IT,High,WINDOWS SERVER 2019
AUTH001822,11/03/2026,U0341,10.3.194.158,D0077,RDP_SESSION,Success,Lyon,Medium,True,True,DIRECTION,Assistant,ACTIVE,NO,Toulouse,PHF-LT-0077,Vm,JURIDIQUE,Communication,Medium,MACOS 14
AUTH001073,INCONNU,U0175,10.3.128.208,D0020,LOGIN,SUCCESS,Lille,MEDIUM,True,True,RH,Engineer,ACTIVE,YES,Lille,PHF-WS-0020,Vm,COMMUNICATION,Juridique,MEDIUM,WINDOWS 11
AUTH002597,INCONNU,U0064,10.35.31.231,D0147,LOGOUT,success,Lille,Low,True,True,REGIONS,Director,ACTIVE,YES,Lille,PHF-LT-0147,Vm,IT,IT,HIGH,WINDOWS SERVER 2019
AUTH003180,INCONNU,INCONNU,10.46.226.47,D0051,LOGIN,success,Paris,MEDIUM,True,False,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,PHF-SRV-0051,Vm,REGIONS,Regions,Critical,MACOS 14
AUTH003290,INCONNU,U0338,10.34.149.248,D0026,VPN_CONNECT,success,Toulouse,low,True,True,JURIDIQUE,Technician,ACTIVE,NO,Lille,PHF-VM-0026,Desktop,IT,RH,Critical,WINDOWS 11
AUTH000431,INCONNU,U0248,10.38.97.145,D0034,VPN_CONNECT,SUCCESS,Marseille,MEDIUM,True,True,DIRECTION,Engineer,ACTIVE,NO,Toulouse,PHF-VM-0034,Vm,RH,Communication,Medium,WINDOWS 11
AUTH001232,INCONNU,U0124,10.1.150.1,D0091,RDP_SESSION,Success,Nantes,MEDIUM,True,True,RH,Engineer,ACTIVE,NO,Bordeaux,PHF-SRV-0091,Server,RH,Regions,LOW,WINDOWS SERVER 2019
AUTH001632,INCONNU,U0294,10.11.33.87,D0123,RDP_SESSION,success,Toulouse,Low,True,True,FINANCE,Engineer,ACTIVE,NO,Toulouse,PHF-SRV-0123,Vm,REGIONS,Juridique,INCONNU,WINDOWS 10
AUTH002367,06/03/2026,U0350,10.12.102.69,D0056,RDP_SESSION,Success,Bordeaux,low,True,True,RH,Manager,ACTIVE,NO,Bordeaux,PHF-LT-0055,Server,DIRECTION,Communication,HIGH,WINDOWS 10
AUTH001864,12/03/2026,U0073,10.32.254.24,D0060,VPN_CONNECT,success,Lyon,medium,True,True,COMMUNICATION,Manager,ACTIVE,NO,Bordeaux,PHF-VM-0060,Server,REGIONS,Communication,INCONNU,WINDOWS 10
AUTH003704,INCONNU,U0389,10.32.150.227,D0195,MFA_CHALLENGE,SUCCESS,Paris,MEDIUM,True,True,RH,Director,ACTIVE,NO,Marseille,PHF-SRV-0195,Desktop,RH,Finance,HIGH,UBUNTU 22.04
AUTH000887,INCONNU,U0074,10.0.210.5,D0178,LOGOUT,success,Marseille,medium,True,True,FINANCE,Coordinator,ACTIVE,NO,Bordeaux,PHF-LT-0178,Server,RH,Juridique,Medium,WINDOWS SERVER 2022
AUTH003163,INCONNU,U0333,10.20.150.75,D0055,VPN_CONNECT,Success,Lille,low,True,True,FINANCE,Technician,ACTIVE,NO,Marseille,PHF-LT-0055,Server,FINANCE,Regions,High,WINDOWS SERVER 2022
AUTH004756,09/03/2026,INCONNU,10.22.155.250,D0019,LOGIN,success,Lille,low,True,False,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,PHF-WS-0019,Laptop,COMMUNICATION,INCONNU,Low,WINDOWS 10
AUTH004297,INCONNU,U0196,10.23.63.75,D0030,RDP_SESSION,success,Lille,Low,True,True,RH,Director,ACTIVE,YES,Marseille,PHF-LT-0030,Mobile,COMMUNICATION,Regions,MEDIUM,WINDOWS SERVER 2019
AUTH004806,05/03/2026,U0060,10.45.46.90,D9001,LOGIN,success,Nantes,low,True,True,COMMUNICATION,Analyst,ACTIVE,NO,Lyon,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU
AUTH001902,INCONNU,U0230,10.37.163.60,D0128,RDP_SESSION,success,Bordeaux,low,True,True,DIRECTION,Analyst,ACTIVE,NO,Lille,PHF-LT-0128,Mobile,DIRECTION,Direction,LOW,WINDOWS 11
AUTH003664,12/03/2026,U0387,10.43.50.214,D0089,LOGIN,Success,Bordeaux,Low,True,True,JURIDIQUE,Manager,ACTIVE,NO,Lyon,PHF-VM-0089,Vm,DIRECTION,Direction,Medium,WINDOWS SERVER 2022
AUTH004466,INCONNU,U0269,10.2.104.27,D0015,LOGIN,Success,Bordeaux,Medium,True,True,IT,Analyst,ACTIVE,NO,Toulouse,PHF-WS-0015,Server,COMMUNICATION,Finance,CRITICAL,WINDOWS SERVER 2019
AUTH003462,16/03/2026,U0324,10.14.19.230,D0092,MFA_CHALLENGE,success,Paris,Medium,True,True,DIRECTION,Analyst,ACTIVE,NO,Lille,PHF-WS-0092,Mobile,DIRECTION,Regions,LOW,UBUNTU 22.04
AUTH002674,12/03/2026,U0086,10.14.63.40,D0118,RDP_SESSION,success,Lyon,medium,True,True,IT,Technician,ACTIVE,NO,Paris,PHF-WS-0118,Laptop,IT,Juridique,MEDIUM,WINDOWS 10
AUTH001179,INCONNU,U0275,10.14.193.101,D0076,LOGOUT,Success,Marseille,Medium,True,True,JURIDIQUE,Engineer,ACTIVE,NO,Marseille,PHF-SRV-0076,Desktop,FINANCE,IT,MEDIUM,WINDOWS SERVER 2019
AUTH001921,02/03/2026,U0302,10.19.56.195,D0015,PASSWORD_CHANGE,Success,Lyon,Medium,True,True,FINANCE,Technician,ACTIVE,NO,Nantes,PHF-WS-0015,Server,COMMUNICATION,Finance,CRITICAL,WINDOWS SERVER 2019
AUTH001465,INCONNU,U0294,10.36.247.147,D0046,MFA_CHALLENGE,Success,Marseille,low,True,True,FINANCE,Engineer,ACTIVE,NO,Toulouse,PHF-VM-0046,Desktop,COMMUNICATION,RH,Low,UBUNTU 22.04
AUTH003778,09/03/2026,U0394,10.26.63.151,D0009,RDP_SESSION,Success,Bordeaux,medium,True,True,RH,Coordinator,ACTIVE,NO,Marseille,PHF-WS-0009,Vm,COMMUNICATION,Communication,LOW,WINDOWS 10
AUTH002587,INCONNU,U0083,10.32.189.146,D0161,VPN_CONNECT,success,Lille,LOW,True,True,IT,Engineer,ACTIVE,NO,Nantes,PHF-VM-0161,Mobile,RH,IT,MEDIUM,MACOS 14
AUTH000198,04/03/2026,U0303,10.38.117.170,D0183,VPN_CONNECT,success,Nantes,MEDIUM,True,True,IT,Assistant,ACTIVE,NO,Lyon,PHF-SRV-0183,Mobile,REGIONS,IT,CRITICAL,WINDOWS SERVER 2022
AUTH001075,03/03/2026,U0040,10.41.227.72,D0009,LOGOUT,SUCCESS,Lille,Medium,True,True,COMMUNICATION,Assistant,ACTIVE,NO,Toulouse,PHF-WS-0009,Vm,COMMUNICATION,Communication,LOW,WINDOWS 10
AUTH000900,16/03/2026,U0260,10.5.27.21,D0066,VPN_CONNECT,Success,Lyon,medium,True,True,FINANCE,Technician,ACTIVE,NO,Lyon,PHF-SRV-0066,Mobile,JURIDIQUE,RH,Low,WINDOWS 10
AUTH004447,INCONNU,U0064,10.46.169.6,D0175,LOGOUT,SUCCESS,Nantes,Medium,True,True,REGIONS,Director,ACTIVE,YES,Lille,PHF-SRV-0175,Server,RH,Regions,LOW,UBUNTU 22.04
AUTH001274,INCONNU,U0189,10.10.108.61,D0028,PASSWORD_CHANGE,success,Toulouse,low,True,True,RH,Analyst,ACTIVE,NO,Lille,PHF-SRV-0028,Server,COMMUNICATION,Finance,Critical,UBUNTU 22.04
AUTH000393,04/03/2026,U0356,10.5.53.17,D0174,LOGOUT,success,Paris,MEDIUM,True,True,JURIDIQUE,Technician,ACTIVE,NO,Lille,PHF-VM-0174,Vm,REGIONS,IT,INCONNU,WINDOWS SERVER 2022
AUTH003451,INCONNU,U0222,10.1.212.140,D0073,RDP_SESSION,SUCCESS,Paris,LOW,True,True,RH,Technician,ACTIVE,NO,Toulouse,PHF-SRV-0073,Desktop,IT,Regions,High,WINDOWS SERVER 2022
AUTH004199,INCONNU,U0123,10.7.35.23,D0116,RDP_SESSION,SUCCESS,Lille,Low,True,True,RH,Analyst,ACTIVE,NO,Bordeaux,PHF-VM-0116,Laptop,JURIDIQUE,Communication,Medium,WINDOWS SERVER 2022
AUTH000665,20/03/2026,U0141,10.1.218.225,D0015,MFA_CHALLENGE,Success,Lyon,Low,True,True,IT,Engineer,ACTIVE,NO,Bordeaux,PHF-WS-0015,Server,COMMUNICATION,Finance,CRITICAL,WINDOWS SERVER 2019
AUTH004484,INCONNU,U0318,10.44.104.212,D0093,VPN_CONNECT,failed,Lille,MEDIUM,True,True,IT,Engineer,ACTIVE,NO,Paris,PHF-LT-0093,Server,FINANCE,Finance,Low,WINDOWS SERVER 2019
AUTH004647,06/03/2026,U0181,10.20.192.70,D0065,LOGIN,failed,Nantes,medium,True,True,FINANCE,Engineer,ACTIVE,NO,Toulouse,PHF-WS-0065,Mobile,COMMUNICATION,RH,MEDIUM,WINDOWS 11
AUTH000092,INCONNU,U0031,10.37.185.253,D0011,LOGIN,SUCCESS,Lyon,medium,True,True,DIRECTION,Manager,ACTIVE,NO,Marseille,PHF-SRV-0011,Server,FINANCE,Finance,Critical,WINDOWS SERVER 2019
AUTH001961,INCONNU,U0089,10.7.207.230,D0052,RDP_SESSION,FAILURE,Toulouse,medium,True,True,COMMUNICATION,Manager,ACTIVE,NO,Marseille,PHF-WS-0052,Mobile,JURIDIQUE,Direction,Low,WINDOWS 10
AUTH000753,INCONNU,U0259,10.20.57.44,D0030,PASSWORD_CHANGE,Success,Marseille,low,True,True,COMMUNICATION,Analyst,ACTIVE,NO,Bordeaux,PHF-LT-0030,Mobile,COMMUNICATION,Regions,MEDIUM,WINDOWS SERVER 2019
AUTH001520,14/03/2026,U0260,10.36.171.182,D0094,MFA_CHALLENGE,SUCCESS,Toulouse,LOW,True,True,FINANCE,Technician,ACTIVE,NO,Lyon,PHF-LT-0094,Desktop,RH,Juridique,HIGH,MACOS 14
AUTH004797,06/03/2026,U0009,10.41.45.168,D9006,LOGIN,SUCCESS,Paris,low,True,True,COMMUNICATION,Director,ACTIVE,NO,Nantes,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU,INCONNU
AUTH004519,INCONNU,U0335,10.31.231.93,D0038,RDP_SESSION,SUCCESS,Lyon,Low,True,True,COMMUNICATION,Coordinator,ACTIVE,NO,Paris,PHF-SRV-0038,Server,DIRECTION,RH,Critical,MACOS 14
AUTH003247,21/03/2026,U0213,10.3.26.41,D0087,MFA_CHALLENGE,success,Lille,MEDIUM,True,True,DIRECTION,Assistant,ACTIVE,NO,Marseille,PHF-VM-0087,Vm,REGIONS,INCONNU,High,WINDOWS 11
AUTH004383,06/03/2026,U0273,10.10.77.126,D0195,VPN_CONNECT,FAILED,Nantes,medium,True,True,COMMUNICATION,Engineer,ACTIVE,NO,Toulouse,PHF-SRV-0195,Desktop,RH,Finance,HIGH,UBUNTU 22.04
AUTH004366,INCONNU,U0060,10.15.137.65,D0080,MFA_CHALLENGE,success,Nantes,Low,True,True,COMMUNICATION,Analyst,ACTIVE,NO,Lyon,PHF-WS-0080,Mobile,FINANCE,Communication,Critical,MACOS 14
AUTH003296,INCONNU,U0236,10.0.149.241,D0063,PASSWORD_CHANGE,SUCCESS,Bordeaux,Low,True,True,DIRECTION,Engineer,ACTIVE,NO,Lille,PHF-WS-0063,Desktop,REGIONS,IT,Critical,WINDOWS 11
AUTH001821,11/03/2026,U0101,10.19.80.204,D0096,MFA_CHALLENGE,FAILURE,Lyon,medium,True,True,REGIONS,Coordinator,ACTIVE,NO,Paris,PHF-VM-0096,Server,DIRECTION,RH,High,WINDOWS 10
AUTH000717,INCONNU,U0159,10.17.238.181,D0079,LOGOUT,Success,Lyon,MEDIUM,True,True,JURIDIQUE,Assistant,ACTIVE,NO,Toulouse,PHF-LT-0079,Mobile,REGIONS,RH,CRITICAL,WINDOWS 10
AUTH002276,07/03/2026,U0004,10.39.139.29,D0177,RDP_SESSION,Failed,Paris,MEDIUM,True,True,IT,Coordinator,ACTIVE,NO,Nantes,PHF-SRV-0177,Laptop,DIRECTION,Finance,CRITICAL,WINDOWS SERVER 2022
AUTH001578,14/03/2026,U0142,10.34.171.78,D0005,MFA_CHALLENGE,Success,Marseille,medium,True,True,IT,Analyst,ACTIVE,NO,Lyon,PHF-WS-0005,Desktop,COMMUNICATION,INCONNU,Critical,WINDOWS SERVER 2022
AUTH002948,INCONNU,U0309,10.48.148.210,D0124,PASSWORD_CHANGE,SUCCESS,Marseille,Low,True,True,FINANCE,Director,ACTIVE,NO,Bordeaux,PHF-LT-0124,Desktop,REGIONS,Direction,Low,WINDOWS 11
AUTH002436,INCONNU,U0139,10.2.232.45,D0196,VPN_CONNECT,SUCCESS,Marseille,LOW,True,True,IT,Assistant,ACTIVE,NO,Lyon,PHF-WS-0196,Desktop,DIRECTION,Juridique,Medium,MACOS 14
