event_id,timestamp,user_id,src_ip,device_id,event_type,authentication_result,location,severity
AUTH003399,16/03/2026 13:20,,10.4.98.121,D0142,MFA_CHALLENGE,success,Lyon,LOW
AUTH001014,2026-03-15T19:33:31Z,U0102,10.40.34.155,D0003,LOGOUT,Success,Paris,Low
AUTH004497,2026-03-10 10:49:25,U0156,10.11.251.208,D0046,VPN_CONNECT,SUCCESS,Toulouse,low
AUTH000048,2026-03-21T17:09:32Z,U0303,10.43.181.121,D0067,LOGIN,Success,Bordeaux,LOW
AUTH001322,2026-03-21 09:46:02,U0329,10.14.129.246,D0004,MFA_CHALLENGE,failed,Bordeaux,LOW
AUTH001354,18/03/2026 15:05,U0308,10.20.172.175,D0010,LOGOUT,success,Toulouse,medium
AUTH000591,2026-03-04T08:52:51Z,U0305,10.8.50.28,D0191,PASSWORD_CHANGE,failed,Toulouse,medium
AUTH000928,2026-03-10 15:02:34,U0369,10.26.254.99,D0076,LOGIN,FAILED,Nantes,Low
AUTH004269,2026-03-20 14:32:06,U0087,10.2.105.209,D0141,RDP_SESSION,success,Lyon,Low
AUTH003436,2026-03-07 09:36:27,U0254,10.33.223.40,D0146,PASSWORD_CHANGE,Success,Lyon,MEDIUM
AUTH003224,2026-03-18 10:05:22,,10.46.99.146,D0108,RDP_SESSION,SUCCESS,Nantes,Medium
AUTH004632,04/03/2026 11:02,U0129,10.50.169.237,D0137,MFA_CHALLENGE,Success,Toulouse,Low
AUTH002963,2026-03-10 08:50:08,U0266,10.42.159.182,D0171,RDP_SESSION,success,Marseille,low
AUTH002171,16/03/2026 10:29,U0102,10.27.175.135,D0068,RDP_SESSION,Success,Nantes,low
AUTH001960,2026-03-12 17:02:53,U0171,10.49.20.183,D0156,LOGIN,Success,Bordeaux,MEDIUM
AUTH001373,2026-03-02 12:33:05,U0013,10.38.231.122,D0002,LOGOUT,Success,Toulouse,medium
AUTH004805,2026-03-19 11:14:27,U0024,10.29.109.194,D9006,LOGIN,SUCCESS,Lille,low
AUTH002748,10/03/2026 12:52,U0304,10.26.35.227,D0058,MFA_CHALLENGE,Success,Lyon,medium
AUTH000352,2026-03-16T12:25:43Z,U0240,10.19.245.5,D0070,VPN_CONNECT,SUCCESS,Paris,LOW
AUTH000016,2026-03-20T13:21:14Z,U0132,10.22.107.18,D0014,LOGIN,success,Lille,medium
AUTH003562,22/03/2026 10:00,U0016,10.22.92.190,D0095,MFA_CHALLENGE,success,Bordeaux,MEDIUM
AUTH003028,2026-03-16 16:03:45,U0029,10.18.150.234,D0161,RDP_SESSION,SUCCESS,Paris,MEDIUM
AUTH002984,09/03/2026 09:27,U0068,10.44.125.28,D0077,RDP_SESSION,SUCCESS,Bordeaux,Low
AUTH000222,04/03/2026 09:45,U0048,10.30.27.122,D0014,LOGOUT,success,Paris,MEDIUM
AUTH004495,2026-03-09 08:17:36,U0197,10.25.47.144,D0169,RDP_SESSION,failed,Bordeaux,low
AUTH004182,04/03/2026 12:39,U0118,10.8.134.154,D0025,LOGOUT,success,Paris,medium
AUTH003626,2026-03-10 12:06:27,U0326,10.24.86.209,D0012,LOGOUT,success,Lille,Low
AUTH004359,13/03/2026 18:03,U0368,192.168.1.256,D0190,LOGOUT,FAILURE,Bordeaux,LOW
AUTH002755,2026-03-13T13:49:19Z,U0371,10.30.227.170,D0122,RDP_SESSION,success,Nantes,medium
AUTH004303,2026-03-12 18:22:26,U0312,10.10.103.242,D0063,RDP_SESSION,SUCCESS,Paris,LOW
AUTH000057,2026-03-10 16:14:34,U0142,10.24.167.29,D0070,PASSWORD_CHANGE,success,Lille,low
AUTH003811,2026-03-22 10:18:09,U0345,10.15.245.190,D0156,MFA_CHALLENGE,SUCCESS,Lyon,Low
AUTH000292,2026-03-12 11:15:02,U0089,10.4.253.144,D0038,LOGOUT,Success,Paris,medium
AUTH003806,2026-03-12T12:52:00Z,U0145,10.33.41.89,D0179,PASSWORD_CHANGE,SUCCESS,Toulouse,medium
AUTH003710,2026-03-16 17:47:06,U0134,10.22.149.170,D0074,RDP_SESSION,SUCCESS,Marseille,Low
AUTH002022,2026-03-15T16:10:28Z,U0002,10.50.66.43,D0140,LOGIN,Success,Lille,Medium
AUTH004116,07/03/2026 14:51,U0394,10.23.167.232,D0142,VPN_CONNECT,Success,Nantes,medium
AUTH000639,2026-03-12 09:12:58,U0188,10.20.250.175,D0035,MFA_CHALLENGE,SUCCESS,Bordeaux,low
AUTH000123,10/03/2026 14:15,U0248,10.1.186.213,D0198,VPN_CONNECT,Success,Nantes,low
AUTH003286,05/03/2026 08:13,U0039,10.6.124.166,D0172,PASSWORD_CHANGE,SUCCESS,Marseille,LOW
AUTH001994,2026-03-15 14:33:23,U0005,10.24.188.179,D0196,RDP_SESSION,SUCCESS,Bordeaux,low
AUTH002892,2026-03-14T16:10:55Z,U0217,10.19.230.149,D0030,MFA_CHALLENGE,SUCCESS,Toulouse,Medium
AUTH004482,2026-03-11 04:28:01,U0311,10.49.17.69,D0081,LOGOUT,Success,Marseille,medium
AUTH004320,2026-03-20 18:52:55,U0049,10.27.173.149,D0195,PASSWORD_CHANGE,success,Paris,LOW
AUTH003040,03/03/2026 18:24,U0097,10.30.119.3,D0190,LOGIN,success,Lille,medium
AUTH001234,12/03/2026 11:38,U0176,10.42.63.9,D0026,PASSWORD_CHANGE,Success,Toulouse,low
AUTH001444,2026-03-08 10:24:40,U0068,10.40.192.168,D0131,VPN_CONNECT,Success,Lille,Medium
AUTH001650,2026-03-16 09:16:40,U0071,10.36.73.189,D0112,VPN_CONNECT,Success,Marseille,MEDIUM
AUTH002045,2026-03-09T19:49:59Z,U0328,10.26.104.75,D0037,LOGOUT,success,Nantes,Medium
AUTH002412,2026-03-03T10:33:30Z,U0064,10.5.9.93,D0198,LOGOUT,success,Lille,low
AUTH002885,18/03/2026 15:56,U0219,10.4.174.34,D0095,MFA_CHALLENGE,SUCCESS,Toulouse,MEDIUM
AUTH001670,2026-03-04 12:36:13,U0176,10.25.219.39,D0127,LOGOUT,SUCCESS,Paris,LOW
AUTH002114,2026-03-18 18:28:40,U0370,10.43.208.92,D0199,PASSWORD_CHANGE,Success,Marseille,MEDIUM
AUTH001524,22/03/2026 18:49,U0170,10.4.183.109,D0081,MFA_CHALLENGE,SUCCESS,Marseille,medium
AUTH003261,2026-03-11 18:14:09,U0381,10.40.213.20,D0146,MFA_CHALLENGE,success,Paris,medium
AUTH001856,2026-03-15T15:05:32Z,U0036,10.45.48.243,D0167,LOGOUT,Success,Lille,Low
AUTH002053,16/03/2026 15:18,U0058,10.26.145.16,D0093,MFA_CHALLENGE,success,Paris,medium
AUTH004056,21/03/2026 18:59,U0198,10.46.204.36,D0154,PASSWORD_CHANGE,success,Bordeaux,LOW
AUTH000145,2026-03-12 14:35:20,U0013,10.41.254.58,D0153,LOGOUT,Success,Marseille,Medium
AUTH004284,2026-03-22 14:53:55,U0208,10.44.139.25,D0093,RDP_SESSION,SUCCESS,Bordeaux,LOW
AUTH004802,2026-03-02 13:31:54,U0366,10.14.239.128,D9001,LOGIN,SUCCESS,Lyon,low
AUTH003775,08/03/2026 14:41,U0130,10.12.71.100,D0055,VPN_CONNECT,Success,Marseille,medium
AUTH003752,11/03/2026 09:58,U0382,10.38.100.42,D0182,LOGOUT,success,Lille,MEDIUM
AUTH004352,11/03/2026 19:37,,10.30.209.229,D0155,RDP_SESSION,Success,Lille,medium
AUTH002782,19/03/2026 09:21,U0051,10.11.205.39,D0156,PASSWORD_CHANGE,Success,Lille,medium
AUTH003372,2026-03-22 19:58:17,,10.30.42.32,D0124,MFA_CHALLENGE,SUCCESS,Lyon,LOW
AUTH004008,07/03/2026 19:12,U0121,10.47.108.180,D0047,LOGOUT,Success,Paris,MEDIUM
AUTH000389,21/03/2026 14:37,U0249,10.37.71.19,D0028,VPN_CONNECT,SUCCESS,Bordeaux,medium
AUTH001490,10/03/2026 10:27,U0092,10.40.103.193,D0132,RDP_SESSION,Success,Lyon,Medium
AUTH004476,2026-03-14 14:32:23,U0084,10.44.89.134,D0022,MFA_CHALLENGE,SUCCESS,Lille,LOW
AUTH000387,20/03/2026 17:34,U0231,10.34.83.230,D0140,MFA_CHALLENGE,success,Bordeaux,Medium
AUTH003025,2026-03-11 08:01:04,,10.46.63.19,D0171,LOGOUT,Success,Marseille,LOW
AUTH000434,2026-03-14T12:59:04Z,U0065,10.19.44.218,D0124,VPN_CONNECT,Failed,Bordeaux,Medium
AUTH002334,2026-03-13T08:53:06Z,U0041,10.23.230.58,D0128,LOGIN,Success,Paris,MEDIUM
AUTH002140,2026-03-13 14:24:46,,10.20.197.41,D0080,LOGOUT,SUCCESS,Bordeaux,Medium
AUTH000561,17/03/2026 10:50,U0388,10.25.70.227,D0021,PASSWORD_CHANGE,Success,Paris,medium
AUTH002233,2026-03-04 11:18:23,U0378,10.36.248.173,D0105,MFA_CHALLENGE,success,Nantes,Low
AUTH000770,2026-03-13 19:42:14,U0051,10.45.123.211,D0150,LOGOUT,Success,Paris,Medium
AUTH003077,09/03/2026 11:32,U0343,10.10.112.139,D0163,MFA_CHALLENGE,Success,Paris,Low
AUTH002241,02/03/2026 18:06,U0118,10.2.202.221,D0044,RDP_SESSION,success,Nantes,medium
AUTH004489,2026-03-18T17:20:14Z,U0192,10.17.175.183,D0066,PASSWORD_CHANGE,Success,Paris,MEDIUM
AUTH002673,05/03/2026 18:44,U0242,10.41.49.251,D0108,VPN_CONNECT,SUCCESS,Bordeaux,medium
AUTH004583,2026-03-17 11:42:35,U0039,10.27.194.152,D0033,VPN_CONNECT,Success,Marseille,Medium
AUTH002500,2026-03-13T15:35:11Z,U0379,10.39.129.140,D0167,RDP_SESSION,SUCCESS,Lyon,Medium
AUTH003485,2026-03-09T08:04:20Z,U0083,10.2.19.79,D0190,LOGIN,Success,Toulouse,low
AUTH002014,2026-03-04 18:56:07,U0175,10.45.144.208,D0047,LOGOUT,Success,Paris,LOW
AUTH003977,2026-03-20 10:29:42,U0324,10.35.1.237,D0101,RDP_SESSION,success,Lyon,Medium
AUTH003835,14/03/2026 14:09,U0366,10.40.17.250,D0165,MFA_CHALLENGE,Success,Bordeaux,Low
AUTH003988,2026-03-22 12:26:05,U0048,10.19.243.90,D0056,RDP_SESSION,SUCCESS,Bordeaux,Low
AUTH000523,08/03/2026 16:25,U0123,10.4.120.2,D0075,MFA_CHALLENGE,failed,Paris,medium
AUTH003129,08/03/2026 12:11,U0375,10.5.23.15,D0113,LOGOUT,SUCCESS,Nantes,low
AUTH001084,2026-03-06 09:07:48,U0192,10.37.227.187,D0136,VPN_CONNECT,failed,Bordeaux,Medium
AUTH001002,2026-03-17T14:24:43Z,U0295,10.18.255.104,D0097,PASSWORD_CHANGE,Success,Toulouse,Medium
AUTH003145,2026-03-18 14:29:52,U0232,10.7.6.245,D0182,LOGIN,Success,Bordeaux,medium
AUTH002468,2026-03-11 11:56:34,U0070,10.8.65.121,D0009,RDP_SESSION,SUCCESS,Bordeaux,Medium
AUTH003526,2026-03-19 10:32:33,U0176,10.19.218.76,D0052,MFA_CHALLENGE,Success,Toulouse,LOW
AUTH002864,2026-03-15T12:09:01Z,U0176,10.24.44.202,D0095,LOGIN,failed,Bordeaux,Medium
AUTH001047,2026-03-14T19:38:06Z,U0264,10.34.39.49,D0086,RDP_SESSION,Success,Nantes,medium
AUTH001906,2026-03-13T17:17:50Z,U0240,10.13.154.2,D0105,VPN_CONNECT,Success,Paris,Medium
AUTH000430,2026-03-11 18:22:06,U0258,10.32.191.68,D0159,LOGIN,success,Marseille,Medium
AUTH002438,2026-03-10 17:32:03,U0159,10.42.76.106,D0106,LOGIN,Success,Nantes,low
AUTH004353,2026-03-19T11:45:21Z,U0053,10.8.255.53,D0074,PASSWORD_CHANGE,FAILURE,Marseille,Low
AUTH001534,2026-03-14T19:51:35Z,U0106,10.0.129.208,D0183,MFA_CHALLENGE,success,Marseille,low
AUTH001536,2026-03-16 12:19:20,U0332,10.28.184.209,D0111,VPN_CONNECT,success,Lyon,low
AUTH000725,2026-03-06 12:47:32,U0299,10.39.243.114,D0183,PASSWORD_CHANGE,success,Lyon,Medium
AUTH002243,2026-03-13T14:14:07Z,U0039,10.14.178.148,D0183,MFA_CHALLENGE,SUCCESS,Paris,low
AUTH004543,2026-03-17 04:23:02,U0012,10.20.143.244,D0103,MFA_CHALLENGE,Success,Toulouse,medium
AUTH004710,12/03/2026 17:32,U0175,10.1.162.15,D0170,LOGIN,failed,Toulouse,medium
AUTH001120,2026-03-20T16:02:18Z,U0290,10.11.87.231,D0076,LOGIN,success,Paris,low
AUTH001505,05/03/2026 12:16,U0136,10.14.125.228,D0144,PASSWORD_CHANGE,Success,Toulouse,Low
AUTH003786,2026-03-13T10:06:40Z,U0376,10.11.87.146,D0034,VPN_CONNECT,FAILED,Bordeaux,Low
AUTH001672,2026-03-05 17:20:42,U0364,10.49.202.16,D0003,LOGOUT,Success,Marseille,medium
AUTH002693,2026-03-08T14:19:25Z,U0205,10.3.166.48,D0040,VPN_CONNECT,Success,Bordeaux,LOW
AUTH004216,2026-03-16 09:17:59,U0016,10.11.107.202,D0101,MFA_CHALLENGE,Success,Lyon,Medium
AUTH002567,22/03/2026 11:48,U0331,10.21.243.161,D0121,RDP_SESSION,success,Marseille,Low
AUTH000275,2026-03-03T10:32:17Z,U0299,10.45.143.9,D0197,PASSWORD_CHANGE,Success,Lille,Low
AUTH003362,19/03/2026 08:32,U0096,10.24.191.178,D0195,RDP_SESSION,Success,Nantes,medium
AUTH004628,2026-03-12 14:20:17,U0098,10.4.109.181,D0050,RDP_SESSION,Success,Marseille,low
AUTH002675,2026-03-20T13:21:08Z,,10.36.50.9,D0007,LOGIN,Success,Lyon,Low
AUTH003599,2026-03-02 13:02:10,U0051,10.27.156.231,D0113,PASSWORD_CHANGE,Success,Paris,Medium
AUTH004570,13/03/2026 09:54,U0174,10.8.88.148,D0107,PASSWORD_CHANGE,success,Paris,Medium
AUTH002902,04/03/2026 12:04,U0330,10.41.121.136,D0009,MFA_CHALLENGE,success,Lille,low
AUTH001713,2026-03-02 15:24:51,U0233,10.40.96.185,D0119,PASSWORD_CHANGE,SUCCESS,Lille,medium
AUTH000607,2026-03-05T19:14:38Z,U0103,10.26.128.6,D0153,VPN_CONNECT,FAILURE,Lille,low
AUTH003840,2026-03-17 17:37:25,U0123,10.7.214.99,D0041,MFA_CHALLENGE,success,Paris,low
AUTH002294,2026-03-07T14:13:50Z,U0084,10.45.131.87,D0087,LOGIN,FAILURE,Marseille,MEDIUM
AUTH004608,2026-03-21T12:36:41Z,U0077,10.19.182.19,D0174,VPN_CONNECT,SUCCESS,Lille,low
AUTH002051,2026-03-04T11:17:05Z,U0288,10.47.209.178,D0074,LOGOUT,success,Nantes,LOW
AUTH003325,2026-03-10 13:02:28,U0043,10.10.177.130,D0176,LOGOUT,Success,Lille,LOW
AUTH003985,2026-03-07T11:53:02Z,,10.16.163.18,D0182,MFA_CHALLENGE,Success,Paris,Low
AUTH002187,17/03/2026 17:05,U0224,10.39.176.165,D0167,MFA_CHALLENGE,SUCCESS,Bordeaux,Low
AUTH002737,18/03/2026 16:53,U0279,10.1.73.130,D0065,MFA_CHALLENGE,success,Toulouse,low
AUTH004426,18/03/2026 10:59,U0144,10.17.125.223,D0031,LOGOUT,Success,Lyon,medium
AUTH000067,2026-03-11T15:32:10Z,U0035,10.37.43.86,D0106,RDP_SESSION,SUCCESS,Toulouse,Medium
AUTH000391,2026-03-21T13:11:21Z,U0158,10.42.92.88,D0133,LOGOUT,SUCCESS,Bordeaux,LOW
AUTH004402,2026-03-06 09:40:27,U0282,10.25.38.71,D0164,LOGIN,SUCCESS,Toulouse,Medium
AUTH003489,2026-03-22T16:56:04Z,U0291,10.3.178.186,D0022,RDP_SESSION,SUCCESS,Nantes,medium
AUTH000632,02/03/2026 15:36,U0040,10.42.169.252,D0109,VPN_CONNECT,Success,Nantes,low
AUTH001541,17/03/2026 19:30,U0028,10.31.71.216,D0072,LOGIN,SUCCESS,Nantes,MEDIUM
AUTH001915,03/03/2026 19:44,U0122,10.33.252.148,D0148,MFA_CHALLENGE,SUCCESS,Lille,Medium
AUTH003887,2026-03-19T11:23:46Z,U0245,10.19.180.135,D0105,MFA_CHALLENGE,success,Bordeaux,low
AUTH001160,13/03/2026 16:49,U0149,10.47.187.176,D0138,LOGIN,SUCCESS,Nantes,Low
AUTH000355,2026-03-11 18:06:19,U0179,10.44.158.187,D0041,MFA_CHALLENGE,Success,Lille,LOW
AUTH000643,11/03/2026 10:25,U0366,10.2.252.166,D0112,PASSWORD_CHANGE,Success,Lyon,Medium
AUTH003245,2026-03-10 17:25:08,U0155,10.27.201.27,D0082,RDP_SESSION,Success,Lille,low
AUTH000308,2026-03-13 16:06:14,U0010,10.15.250.157,D0045,VPN_CONNECT,SUCCESS,Bordeaux,MEDIUM
AUTH001272,2026-03-18 15:17:14,U0193,10.0.161.252,D0044,PASSWORD_CHANGE,SUCCESS,Lyon,MEDIUM
AUTH000500,2026-03-08T09:53:46Z,U0118,10.41.78.30,D0180,LOGOUT,SUCCESS,Toulouse,low
AUTH003563,2026-03-02T14:35:25Z,U0250,10.28.162.140,D0145,PASSWORD_CHANGE,success,Lille,low
AUTH002787,2026-03-08 10:54:51,U0316,10.38.111.15,D0148,LOGIN,success,Bordeaux,Medium
AUTH000286,2026-03-09T13:13:11Z,U0183,10.27.22.187,D0018,LOGOUT,success,Marseille,Medium
AUTH002126,14/03/2026 19:35,U0259,10.32.99.65,D0055,MFA_CHALLENGE,SUCCESS,Lyon,medium
AUTH002535,2026-03-13 10:37:31,U0257,10.14.88.187,D0169,RDP_SESSION,Success,Toulouse,Low
AUTH002010,2026-03-10 10:10:13,U0368,10.35.57.123,D0070,MFA_CHALLENGE,success,Lyon,Low
AUTH002723,2026-03-03 02:04:45,U0182,10.48.40.189,D0140,PASSWORD_CHANGE,Success,Nantes,MEDIUM
AUTH003544,04/03/2026 14:38,U0392,10.29.242.181,D0037,LOGOUT,SUCCESS,Marseille,LOW
AUTH000130,12/03/2026 14:29,U0376,10.41.197.114,D0017,RDP_SESSION,Success,Nantes,Low
AUTH003070,2026-03-07 04:51:50,U0004,10.42.211.91,D0169,RDP_SESSION,Success,Marseille,Medium
AUTH001653,21/03/2026 19:37,U0117,10.16.42.13,D0004,LOGOUT,success,Lyon,Low
AUTH002015,2026-03-04T16:05:36Z,U0028,10.48.104.177,D0070,VPN_CONNECT,FAILED,Lyon,medium
AUTH003238,2026-03-08T19:12:13Z,U0338,10.45.95.235,D0129,LOGOUT,Success,Nantes,Medium
AUTH001832,2026-03-06T12:48:55Z,U0170,10.8.67.16,D0143,RDP_SESSION,success,Paris,LOW
AUTH000869,2026-03-10T16:11:35Z,U0189,10.33.51.138,D0191,RDP_SESSION,SUCCESS,Nantes,LOW
AUTH002831,2026-03-19T16:56:14Z,U0295,10.7.78.74,D0042,PASSWORD_CHANGE,SUCCESS,Paris,Medium
AUTH000403,17/03/2026 14:11,U0393,10.33.129.236,D0118,MFA_CHALLENGE,success,Bordeaux,low
AUTH001239,2026-03-13 17:10:37,U0329,10.36.81.148,D0075,RDP_SESSION,success,Marseille,Low
AUTH001213,04/03/2026 11:25,U0096,10.36.140.237,D0157,LOGOUT,success,Lyon,LOW
AUTH001506,2026-03-05T09:55:41Z,U0041,10.7.213.148,D0008,LOGIN,Success,Paris,Medium
AUTH003289,2026-03-07 12:18:03,U0091,10.26.51.218,D0191,LOGIN,success,Bordeaux,LOW
AUTH002798,2026-03-03T18:05:10Z,U0026,10.45.228.110,D0172,PASSWORD_CHANGE,success,Nantes,LOW
AUTH004792,02/03/2026 15:59,U0338,10.36.49.3,D9003,LOGIN,SUCCESS,Lyon,low
AUTH000079,2026-03-21 14:00:58,U0167,10.38.34.204,D0172,LOGOUT,Success,Toulouse,medium
AUTH001822,2026-03-11 13:01:03,U0341,10.3.194.158,D0077,RDP_SESSION,Success,Lyon,Medium
AUTH001073,21/03/2026 10:35,U0175,10.3.128.208,D0020,LOGIN,SUCCESS,Lille,MEDIUM
AUTH002597,2026-03-08T18:18:50Z,U0064,10.35.31.231,D0147,LOGOUT,success,Lille,Low
AUTH003180,12/03/2026 10:01,,10.46.226.47,D0051,LOGIN,success,Paris,MEDIUM
AUTH003290,2026-03-20T16:27:51Z,U0338,10.34.149.248,D0026,VPN_CONNECT,success,Toulouse,low
AUTH000431,05/03/2026 08:21,U0248,10.38.97.145,D0034,VPN_CONNECT,SUCCESS,Marseille,MEDIUM
AUTH001232,2026-03-10T17:03:46Z,U0124,10.1.150.1,D0091,RDP_SESSION,Success,Nantes,MEDIUM
AUTH001632,13/03/2026 09:36,U0294,10.11.33.87,D0123,RDP_SESSION,success,Toulouse,Low
AUTH002367,2026-03-06 10:33:32,U0350,10.12.102.69,D0056,RDP_SESSION,Success,Bordeaux,low
AUTH001864,2026-03-12 12:37:42,U0073,10.32.254.24,D0060,VPN_CONNECT,success,Lyon,medium
AUTH003704,2026-03-02T19:06:36Z,U0389,10.32.150.227,D0195,MFA_CHALLENGE,SUCCESS,Paris,MEDIUM
AUTH000887,2026-03-08T17:19:56Z,U0074,10.0.210.5,D0178,LOGOUT,success,Marseille,medium
AUTH003163,2026-03-16T16:14:48Z,U0333,10.20.150.75,D0055,VPN_CONNECT,Success,Lille,low
AUTH004756,2026-03-09 19:27:04,,10.22.155.250,D0019,LOGIN,success,Lille,low
AUTH004297,22/03/2026 08:54,U0196,10.23.63.75,D0030,RDP_SESSION,success,Lille,Low
AUTH003795,2026-03-16T12:01:11Z,U0135,10.13.132.115,D0001,VPN_CONNECT,success,Lille,Low
AUTH004806,2026-03-05 12:13:03,U0060,10.45.46.90,D9001,LOGIN,success,Nantes,low
AUTH001902,2026-03-05T09:16:19Z,U0230,10.37.163.60,D0128,RDP_SESSION,success,Bordeaux,low
AUTH003664,2026-03-12 10:29:18,U0387,10.43.50.214,D0089,LOGIN,Success,Bordeaux,Low
AUTH004466,09/03/2026 13:16,U0269,10.2.104.27,D0015,LOGIN,Success,Bordeaux,Medium
AUTH003462,2026-03-16 19:12:04,U0324,10.14.19.230,D0092,MFA_CHALLENGE,success,Paris,Medium
AUTH002674,2026-03-12 16:48:31,U0086,10.14.63.40,D0118,RDP_SESSION,success,Lyon,medium
AUTH001179,2026-03-20T18:33:47Z,U0275,10.14.193.101,D0076,LOGOUT,Success,Marseille,Medium
AUTH001921,2026-03-02 13:10:53,U0302,10.19.56.195,D0015,PASSWORD_CHANGE,Success,Lyon,Medium
AUTH001465,07/03/2026 10:43,U0294,10.36.247.147,D0046,MFA_CHALLENGE,Success,Marseille,low
AUTH003778,2026-03-09 11:15:20,U0394,10.26.63.151,D0009,RDP_SESSION,Success,Bordeaux,medium
AUTH002587,07/03/2026 15:34,U0083,10.32.189.146,D0161,VPN_CONNECT,success,Lille,LOW
AUTH000198,2026-03-04 08:52:41,U0303,10.38.117.170,D0183,VPN_CONNECT,success,Nantes,MEDIUM
AUTH001075,2026-03-03 10:40:36,U0040,10.41.227.72,D0009,LOGOUT,SUCCESS,Lille,Medium
AUTH000900,2026-03-16 09:16:11,U0260,10.5.27.21,D0066,VPN_CONNECT,Success,Lyon,medium
AUTH004447,16/03/2026 11:13,U0064,10.46.169.6,D0175,LOGOUT,SUCCESS,Nantes,Medium
AUTH001274,19/03/2026 14:33,U0189,10.10.108.61,D0028,PASSWORD_CHANGE,success,Toulouse,low
AUTH000393,2026-03-04 16:01:39,U0356,10.5.53.17,D0174,LOGOUT,success,Paris,MEDIUM
AUTH003451,2026-03-10T13:44:12Z,U0222,10.1.212.140,D0073,RDP_SESSION,SUCCESS,Paris,LOW
AUTH004199,2026-03-07T18:47:22Z,U0123,10.7.35.23,D0116,RDP_SESSION,SUCCESS,Lille,Low
AUTH000665,2026-03-20 11:52:48,U0141,10.1.218.225,D0015,MFA_CHALLENGE,Success,Lyon,Low
AUTH004484,03/03/2026 13:20,U0318,10.44.104.212,D0093,VPN_CONNECT,failed,Lille,MEDIUM
AUTH004647,2026-03-06 16:44:11,U0181,10.20.192.70,D0065,LOGIN,failed,Nantes,medium
AUTH000092,18/03/2026 16:15,U0031,10.37.185.253,D0011,LOGIN,SUCCESS,Lyon,medium
AUTH001961,10/03/2026 09:01,U0089,10.7.207.230,D0052,RDP_SESSION,FAILURE,Toulouse,medium
AUTH000753,2026-03-07T12:04:07Z,U0259,10.20.57.44,D0030,PASSWORD_CHANGE,Success,Marseille,low
AUTH001520,2026-03-14 18:28:54,U0260,10.36.171.182,D0094,MFA_CHALLENGE,SUCCESS,Toulouse,LOW
AUTH004797,2026-03-06 11:59:55,U0009,10.41.45.168,D9006,LOGIN,SUCCESS,Paris,low
AUTH004519,2026-03-21T11:24:38Z,U0335,10.31.231.93,D0038,RDP_SESSION,SUCCESS,Lyon,Low
AUTH003247,2026-03-21 08:56:05,U0213,10.3.26.41,D0087,MFA_CHALLENGE,success,Lille,MEDIUM
AUTH004383,2026-03-06 11:58:47,U0273,10.10.77.126,D0195,VPN_CONNECT,FAILED,Nantes,medium
AUTH004366,2026-03-04T15:14:44Z,U0060,10.15.137.65,D0080,MFA_CHALLENGE,success,Nantes,Low
AUTH003296,19/03/2026 03:01,U0236,10.0.149.241,D0063,PASSWORD_CHANGE,SUCCESS,Bordeaux,Low
AUTH001821,2026-03-11 19:15:25,U0101,10.19.80.204,D0096,MFA_CHALLENGE,FAILURE,Lyon,medium
AUTH000717,2026-03-15T08:26:57Z,U0159,10.17.238.181,D0079,LOGOUT,Success,Lyon,MEDIUM
AUTH002276,2026-03-07 02:51:34,U0004,10.39.139.29,D0177,RDP_SESSION,Failed,Paris,MEDIUM
AUTH001578,2026-03-14 14:52:34,U0142,10.34.171.78,D0005,MFA_CHALLENGE,Success,Marseille,medium
AUTH002948,2026-03-08T13:59:17Z,U0309,10.48.148.210,D0124,PASSWORD_CHANGE,SUCCESS,Marseille,Low
AUTH002436,2026-03-06T13:43:00Z,U0139,10.2.232.45,D0196,VPN_CONNECT,SUCCESS,Marseille,LOW
AUTH003591,13/03/2026 13:23,U0010,10.47.4.9,D0127,VPN_CONNECT,SUCCESS,Marseille,MEDIUM
AUTH003948,2026-03-22 09:54:46,U0317,10.29.42.65,D0139,RDP_SESSION,success,Marseille,MEDIUM
AUTH002471,10/03/2026 14:25,U0094,10.40.156.147,D0192,LOGOUT,SUCCESS,Bordeaux,Low
AUTH001468,2026-03-12 14:42:12,U0349,10.23.55.123,D0121,PASSWORD_CHANGE,success,Bordeaux,medium
AUTH003312,2026-03-19 14:55:08,U0250,10.37.43.147,D0199,RDP_SESSION,SUCCESS,Bordeaux,Medium
AUTH001474,11/03/2026 08:54,U0368,10.19.188.161,D0101,MFA_CHALLENGE,Success,Marseille,LOW
AUTH004621,19/03/2026 18:05,U0341,10.31.229.111,D0039,MFA_CHALLENGE,SUCCESS,Lyon,Low
AUTH001988,16/03/2026 12:46,U0179,10.17.142.221,D0029,MFA_CHALLENGE,success,Nantes,medium
AUTH000587,2026-03-11T16:40:49Z,U0184,10.23.127.227,D0177,VPN_CONNECT,success,Lyon,Medium
AUTH003122,2026-03-11T16:26:43Z,U0161,10.45.21.200,D0024,MFA_CHALLENGE,success,Nantes,LOW
AUTH002612,2026-03-16T17:29:57Z,U0199,10.42.72.28,D0103,VPN_CONNECT,Failed,Lille,Medium
AUTH004018,2026-03-13T16:40:54Z,U0333,10.41.47.60,D0013,LOGOUT,success,Lyon,MEDIUM
AUTH002166,2026-03-08T12:32:50Z,U0268,10.43.89.76,D0187,PASSWORD_CHANGE,SUCCESS,Paris,medium
AUTH000992,2026-03-12 15:06:38,U0212,10.1.142.57,D0133,LOGIN,SUCCESS,Marseille,low
