alert_id,timestamp,device_id,user_id,alert_type,process_name,severity,status,analyst_decision
EDR001772,2026-03-13 16:46:09,D0089,U0232,Malware Signature,rundll32.exe,critical,Closed,TRUE_POSITIVE
EDR000804,2026-03-16 13:12:44,D0140,U0226,Unusual Network,sccm_client.exe,High,In Progress,FALSE_POSITIVE
EDR000222,2026-03-17T12:46:13Z,D0149,U0196,Suspicious Process,chrome.exe,Low,Closed,
EDR000487,2026-03-13 08:45:20,D0149,U0348,PUP Detected,sccm_client.exe,LOW,Open,
EDR000100,2026-03-13 10:11:07,D0091,U0113,Suspicious Process,outlook.exe,LOW,In Progress,FALSE_POSITIVE
EDR001603,2026-03-13T10:11:48Z,D0048,U0273,Ransomware Behaviour,inventory_scan.exe,LOW,Open,NEEDS_INVESTIGATION
EDR001161,2026-03-19 09:51:40,D0192,U0031,Unusual Network,inventory_scan.exe,LOW,Open,FALSE_POSITIVE
EDR000946,2026-03-22 11:40:48,D0163,U0387,PUP Detected,chrome.exe,LOW,Open,FALSE_POSITIVE
EDR000759,2026-03-14T11:39:34Z,D0037,U0068,PUP Detected,inventory_scan.exe,high,Open,FALSE_POSITIVE
EDR001046,2026-03-13T18:46:56Z,D0123,U0047,PUP Detected,outlook.exe,MEDIUM,Closed,FALSE_POSITIVE
EDR000512,2026-03-08 13:29:33,D0176,U0268,Suspicious Process,inventory_scan.exe,medium,In Progress,FALSE_POSITIVE
EDR000713,2026-03-06 11:17:59,D0068,U0244,PUP Detected,chrome.exe,low,Closed,FALSE_POSITIVE
EDR000382,2026-03-18T10:06:09Z,D0071,U0150,Unusual Network,inventory_scan.exe,LOW,Closed,FALSE_POSITIVE
EDR000390,2026-03-05T15:50:18Z,D0119,U0037,Suspicious Process,inventory_scan.exe,high,Closed,FALSE_POSITIVE
EDR001474,2026-03-11 14:39:00,D0175,U0074,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000169,2026-03-10 19:58:08,D0177,U0238,PUP Detected,teams.exe,Medium,In Progress,FALSE_POSITIVE
EDR000139,2026-03-17 14:42:49,D0193,U0198,Suspicious Process,outlook.exe,MEDIUM,Open,FALSE_POSITIVE
EDR000098,2026-03-15 14:29:59,D0022,U0111,Suspicious Process,outlook.exe,Low,Closed,FALSE_POSITIVE
EDR000249,2026-03-06T16:43:33Z,D0154,U0237,Suspicious Process,python.exe,LOW,Closed,FALSE_POSITIVE
EDR001398,2026-03-11 10:51:00,D0103,U0017,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000125,2026-03-21 13:35:14,D0109,U0161,PUP Detected,teams.exe,Medium,In Progress,FALSE_POSITIVE
EDR000813,2026-03-06 17:04:19,D0023,U0322,PUP Detected,chrome.exe,medium,Closed,FALSE_POSITIVE
EDR000552,2026-03-02 15:22:17,D0196,U0081,PUP Detected,teams.exe,low,Open,FALSE_POSITIVE
EDR000133,2026-03-04T10:05:57Z,D0061,U0013,PUP Detected,python.exe,High,Open,
EDR001724,2026-03-11 09:28:04,D0042,U0238,Credential Access,teams.exe,high,In Progress,NEEDS_INVESTIGATION
EDR000851,2026-03-05T17:55:16Z,D0011,U0355,Unusual Network,inventory_scan.exe,HIGH,Closed,FALSE_POSITIVE
EDR001712,2026-03-20T14:33:57Z,D0151,U0019,Credential Access,antivirus_update.exe,CRITICAL,Open,NEEDS_INVESTIGATION
EDR001554,2026-03-11 18:39:00,D0183,U0117,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR001220,2026-03-11 01:57:00,D0159,U0233,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR001136,2026-03-19 11:41:56,D0180,U0171,PUP Detected,sccm_client.exe,low,In Progress,FALSE_POSITIVE
EDR001491,2026-03-11 15:30:00,D0199,U0078,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000143,2026-03-13 16:05:23,D0109,U0015,Suspicious Process,teams.exe,LOW,Open,FALSE_POSITIVE
EDR000973,2026-03-10 18:36:46,D0004,U0085,Unusual Network,teams.exe,Low,In Progress,
EDR001225,2026-03-11 02:12:00,D0149,U0298,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000452,2026-03-08 10:39:13,D0193,U0038,PUP Detected,teams.exe,Medium,Open,
EDR000110,2026-03-13 15:03:35,D0016,U0103,PUP Detected,antivirus_update.exe,HIGH,Closed,FALSE_POSITIVE
EDR001192,2026-03-11 00:33:00,D0143,U0029,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000448,2026-03-17 17:56:02,D0145,U0018,Unusual Network,python.exe,LOW,Closed,FALSE_POSITIVE
EDR001442,2026-03-11 13:03:00,D0134,U0129,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR001291,2026-03-11 05:30:00,D0200,U0291,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR001159,2026-03-04 14:58:45,D0014,U0299,Unusual Network,teams.exe,HIGH,In Progress,FALSE_POSITIVE
EDR001336,2026-03-11 07:45:00,D0012,U0390,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR001024,2026-03-15T17:18:41Z,D0192,U0346,Suspicious Process,antivirus_update.exe,LOW,In Progress,FALSE_POSITIVE
EDR000255,2026-03-11 09:09:46,D0105,U0036,Suspicious Process,teams.exe,HIGH,Closed,FALSE_POSITIVE
EDR001630,2026-03-05 09:13:43,D0138,U0347,Persistence Attempt,cryptolock.exe,High,In Progress,NEEDS_INVESTIGATION
EDR000651,2026-03-22 18:44:24,D0061,U0221,PUP Detected,teams.exe,HIGH,Closed,
EDR000565,2026-03-08 19:16:37,D0099,U0071,Unusual Network,inventory_scan.exe,low,Open,FALSE_POSITIVE
EDR001440,2026-03-11 12:57:00,D0095,U0307,Suspicious Process,backup_agent.exe,High,Closed,
EDR000943,2026-03-09T16:19:19Z,D0031,U0340,PUP Detected,teams.exe,Medium,Closed,FALSE_POSITIVE
EDR001332,2026-03-11 07:33:00,D0197,U0311,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000422,2026-03-15T15:36:47Z,D0193,U0343,PUP Detected,python.exe,Low,Open,FALSE_POSITIVE
EDR000785,2026-03-14 18:51:00,D0067,U0052,PUP Detected,inventory_scan.exe,medium,Closed,FALSE_POSITIVE
EDR001366,2026-03-11 09:15:00,D0079,U0184,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000086,2026-03-06 10:05:52,D0027,U0158,PUP Detected,inventory_scan.exe,low,In Progress,FALSE_POSITIVE
EDR000748,2026-03-13 08:41:21,D0032,U0098,Unusual Network,teams.exe,Medium,Closed,FALSE_POSITIVE
EDR001454,2026-03-11 13:39:00,D0078,U0126,Suspicious Process,backup_agent.exe,high,Closed,
EDR000881,2026-03-08T18:37:55Z,D0075,U0168,Unusual Network,inventory_scan.exe,medium,Closed,FALSE_POSITIVE
EDR001394,2026-03-11 10:39:00,D0095,U0370,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000746,2026-03-08 09:42:22,D0069,U0166,Suspicious Process,teams.exe,Low,Open,
EDR001102,2026-03-16 17:21:08,D0198,U0081,Unusual Network,sccm_client.exe,medium,In Progress,FALSE_POSITIVE
EDR000657,2026-03-19 17:51:30,D0085,U0370,PUP Detected,python.exe,Medium,Closed,FALSE_POSITIVE
EDR000096,2026-03-03 16:49:01,D0144,U0058,Unusual Network,outlook.exe,Medium,Open,FALSE_POSITIVE
EDR000807,2026-03-04 11:37:16,D0034,U0385,PUP Detected,outlook.exe,LOW,In Progress,FALSE_POSITIVE
EDR001496,2026-03-11 15:45:00,D0075,U0175,Suspicious Process,backup_agent.exe,HIGH,Closed,
EDR001798,2026-03-12 03:36:00,D0003,U0007,PowerShell Abuse,mimikatz.exe,critical,Open,NEEDS_INVESTIGATION
EDR001521,2026-03-11 17:00:00,D0097,U0366,Suspicious Process,backup_agent.exe,High,Closed,
EDR000146,2026-03-18 12:30:37,D0186,U0320,Unusual Network,antivirus_update.exe,Low,Open,FALSE_POSITIVE
EDR001316,2026-03-11 06:45:00,D0096,U0299,Suspicious Process,backup_agent.exe,High,Closed,
EDR000424,2026-03-14 18:11:28,D0026,U0076,Suspicious Process,antivirus_update.exe,medium,In Progress,
EDR001271,2026-03-11 04:30:00,D0173,U0349,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000477,2026-03-16T16:06:12Z,D0077,U0239,Unusual Network,teams.exe,Low,In Progress,
EDR000351,2026-03-08T11:59:20Z,D0168,U0261,Suspicious Process,inventory_scan.exe,high,Closed,
EDR000731,2026-03-03T16:44:43Z,D0019,U0307,Suspicious Process,python.exe,low,Closed,FALSE_POSITIVE
EDR000301,2026-03-22 19:09:33,D0160,U0285,Unusual Network,teams.exe,Low,Closed,FALSE_POSITIVE
EDR001447,2026-03-11 13:18:00,D0162,U0078,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000602,2026-03-13 10:07:57,D0053,U0392,Unusual Network,chrome.exe,Medium,Open,FALSE_POSITIVE
EDR001243,2026-03-11 03:06:00,D0110,U0347,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000202,2026-03-10 16:10:20,D0159,U0352,Suspicious Process,inventory_scan.exe,medium,Open,FALSE_POSITIVE
EDR001743,2026-03-22 12:19:11,D0198,U0144,Persistence Attempt,cryptolock.exe,CRITICAL,Closed,TRUE_POSITIVE
EDR000181,2026-03-02 08:35:28,D0059,U0112,Suspicious Process,python.exe,HIGH,Closed,FALSE_POSITIVE
EDR000423,2026-03-22T11:04:07Z,D0004,U0161,PUP Detected,antivirus_update.exe,Low,Closed,FALSE_POSITIVE
EDR000183,2026-03-09 19:14:24,D0126,U0366,PUP Detected,python.exe,High,Closed,FALSE_POSITIVE
EDR001333,2026-03-11 07:36:00,D0113,U0236,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR001375,2026-03-11 09:42:00,D0051,U0228,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000366,2026-03-17 10:45:54,D0094,U0111,PUP Detected,inventory_scan.exe,LOW,In Progress,FALSE_POSITIVE
EDR001241,2026-03-11T03:00:00Z,D0160,U0116,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR001777,2026-03-12T02:33:00Z,D0003,U0007,PowerShell Abuse,mimikatz.exe,high,Open,TRUE_POSITIVE
EDR001640,2026-03-14T11:40:59Z,D0190,U0240,Credential Access,antivirus_update.exe,critical,In Progress,
EDR001379,2026-03-11T09:54:00Z,D0097,U0206,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR001823,2026-03-17 03:45:00,D0011,U0113,Ransomware Behaviour,psexec.exe,critical,Open,TRUE_POSITIVE
EDR000170,2026-03-19 12:11:49,D0029,U0230,Unusual Network,teams.exe,High,Closed,FALSE_POSITIVE
EDR000236,2026-03-20 10:36:03,D0089,U0167,Suspicious Process,chrome.exe,High,Open,FALSE_POSITIVE
EDR000498,2026-03-15 14:16:31,D0067,U0017,Suspicious Process,outlook.exe,low,In Progress,FALSE_POSITIVE
EDR001509,2026-03-11 16:24:00,D0120,U0180,Suspicious Process,backup_agent.exe,High,Closed,
EDR000267,2026-03-14 16:09:28,D0005,U0093,Suspicious Process,python.exe,HIGH,In Progress,FALSE_POSITIVE
EDR001267,2026-03-11 04:18:00,D0115,U0233,Suspicious Process,backup_agent.exe,high,Closed,
EDR001407,2026-03-11T11:18:00Z,D0019,U0234,Suspicious Process,backup_agent.exe,High,Closed,
EDR000345,2026-03-19T19:53:08Z,D0135,U0053,PUP Detected,sccm_client.exe,Low,Open,FALSE_POSITIVE
EDR001641,2026-03-17 12:32:05,D0143,U0077,Credential Access,python.exe,critical,In Progress,NEEDS_INVESTIGATION
EDR001456,2026-03-11 13:45:00,D0036,U0286,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR001342,2026-03-11 08:03:00,D0078,U0293,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR001610,2026-03-15 09:03:00,D0071,U0240,PUP Detected,powershell_enc.exe,MEDIUM,In Progress,
EDR001834,2026-03-22 11:23:01,D9008,U0258,Credential Access,powershell_enc.exe,CRITICAL,Closed,FALSE_POSITIVE
EDR001288,2026-03-11T05:21:00Z,D0160,U0386,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000637,2026-03-20T19:21:34Z,D0106,U0384,Unusual Network,sccm_client.exe,medium,Closed,FALSE_POSITIVE
EDR001608,2026-03-03 19:13:55,D0108,U0394,Ransomware Behaviour,python.exe,Critical,In Progress,
EDR000636,2026-03-06 09:33:04,D0090,U0262,PUP Detected,python.exe,MEDIUM,Open,
EDR001309,2026-03-11T06:24:00Z,D0043,U0330,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR001620,2026-03-19 08:32:09,D0172,U0337,Malware Signature,sccm_client.exe,High,In Progress,NEEDS_INVESTIGATION
EDR000530,2026-03-18 17:44:01,D0084,U0263,Suspicious Process,python.exe,HIGH,In Progress,FALSE_POSITIVE
EDR001018,2026-03-21T15:58:19Z,D0111,U0328,Unusual Network,outlook.exe,high,Open,
EDR000176,2026-03-11 08:47:51,D0154,U0255,PUP Detected,teams.exe,Medium,In Progress,FALSE_POSITIVE
EDR000506,2026-03-06 09:18:12,D0123,U0004,PUP Detected,sccm_client.exe,Low,Closed,FALSE_POSITIVE
EDR001649,2026-03-20 14:35:08,D0148,U0308,PowerShell Abuse,inventory_scan.exe,CRITICAL,Open,
EDR000948,2026-03-08 12:25:29,D0121,U0294,PUP Detected,chrome.exe,Medium,Open,FALSE_POSITIVE
EDR001126,2026-03-03T09:33:35Z,D0142,U0196,Suspicious Process,inventory_scan.exe,medium,Closed,FALSE_POSITIVE
EDR001447,2026-03-11 13:18:00,D0162,U0078,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000620,2026-03-07T18:59:32Z,D0103,U0070,PUP Detected,antivirus_update.exe,Medium,Closed,FALSE_POSITIVE
EDR001109,2026-03-10 10:14:58,D0069,U0223,Suspicious Process,sccm_client.exe,Medium,Open,FALSE_POSITIVE
EDR001854,2026-03-21 12:45:50,D9002,U0159,Malware Signature,mimikatz.exe,CRITICAL,Closed,FALSE_POSITIVE
EDR000718,2026-03-21T19:22:11Z,D0189,U0054,PUP Detected,chrome.exe,medium,In Progress,FALSE_POSITIVE
EDR000599,2026-03-17 09:57:11,D0142,U0305,Suspicious Process,chrome.exe,medium,Open,FALSE_POSITIVE
EDR000399,2026-03-07 16:59:17,D0163,U0148,Suspicious Process,inventory_scan.exe,low,Open,FALSE_POSITIVE
EDR001685,2026-03-18T16:07:40Z,D0126,U0353,Malware Signature,mimikatz.exe,Low,In Progress,NEEDS_INVESTIGATION
EDR001408,2026-03-11 11:21:00,D0109,U0019,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000922,2026-03-08 19:05:40,D0002,U0067,Unusual Network,sccm_client.exe,low,In Progress,FALSE_POSITIVE
EDR000290,2026-03-19 10:19:30,D0053,U0035,Suspicious Process,python.exe,high,In Progress,FALSE_POSITIVE
EDR000585,2026-03-03 12:27:35,D0017,U0338,Unusual Network,inventory_scan.exe,low,In Progress,FALSE_POSITIVE
EDR001093,2026-03-19 14:30:12,D0075,U0063,PUP Detected,antivirus_update.exe,Medium,Open,
EDR001549,2026-03-11 18:24:00,D0015,U0156,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000689,2026-03-08 08:47:05,D0067,U0312,PUP Detected,outlook.exe,low,In Progress,FALSE_POSITIVE
EDR000950,2026-03-09T13:02:41Z,D0044,U0363,Unusual Network,chrome.exe,MEDIUM,Open,FALSE_POSITIVE
EDR001613,2026-03-22 14:26:30,D0078,U0268,Ransomware Behaviour,chrome.exe,LOW,Open,NEEDS_INVESTIGATION
EDR000464,2026-03-10 08:37:44,D0167,U0258,Unusual Network,antivirus_update.exe,Low,Closed,FALSE_POSITIVE
EDR001802,2026-03-12 03:48:00,D0003,U0007,Credential Access,powershell_enc.exe,high,In Progress,TRUE_POSITIVE
EDR001817,2026-03-12T04:33:00Z,D0003,U0007,Credential Access,psexec.exe,critical,In Progress,NEEDS_INVESTIGATION
EDR001605,2026-03-21 16:06:19,D0062,U0015,PUP Detected,mimikatz.exe,high,In Progress,NEEDS_INVESTIGATION
EDR001180,2026-03-09 13:28:08,D0107,U0257,PUP Detected,chrome.exe,High,Closed,
EDR000735,2026-03-15 14:53:41,D0121,U0105,Unusual Network,python.exe,Medium,In Progress,FALSE_POSITIVE
EDR000762,2026-03-16 10:13:53,D0105,U0391,Unusual Network,antivirus_update.exe,LOW,Open,FALSE_POSITIVE
EDR000645,2026-03-20 19:49:47,D0077,U0311,Suspicious Process,python.exe,HIGH,Closed,FALSE_POSITIVE
EDR000319,2026-03-06T15:08:01Z,D0122,U0019,Suspicious Process,inventory_scan.exe,MEDIUM,Open,FALSE_POSITIVE
EDR000729,2026-03-19 16:49:49,D0103,U0108,Unusual Network,chrome.exe,high,In Progress,
EDR001694,2026-03-19 09:13:45,D0028,U0147,PUP Detected,psexec.exe,Low,In Progress,NEEDS_INVESTIGATION
EDR000212,2026-03-20T11:15:12Z,D0062,U0047,Unusual Network,outlook.exe,Low,Closed,FALSE_POSITIVE
EDR001430,2026-03-11 12:27:00,D0015,U0292,Suspicious Process,backup_agent.exe,High,Closed,
EDR000022,2026-03-21 14:41:43,D0188,U0355,PUP Detected,inventory_scan.exe,Low,Closed,FALSE_POSITIVE
EDR000899,2026-03-21 19:31:59,D0083,U0387,Suspicious Process,chrome.exe,Medium,Open,
EDR001589,2026-03-14 12:23:46,D0051,U0024,Malware Signature,inventory_scan.exe,HIGH,In Progress,NEEDS_INVESTIGATION
EDR000259,2026-03-04 08:38:53,D0029,U0350,Unusual Network,chrome.exe,medium,In Progress,FALSE_POSITIVE
EDR001037,2026-03-13 12:42:20,D0005,U0344,Suspicious Process,outlook.exe,high,In Progress,FALSE_POSITIVE
EDR001322,2026-03-11 07:03:00,D0014,U0337,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000100,2026-03-13 10:11:07,D0091,U0113,Suspicious Process,outlook.exe,LOW,In Progress,FALSE_POSITIVE
EDR001090,2026-03-07 16:29:12,D0128,U0383,Suspicious Process,inventory_scan.exe,low,Open,FALSE_POSITIVE
EDR001108,2026-03-14T12:24:22Z,D0099,U0351,Suspicious Process,python.exe,Medium,In Progress,FALSE_POSITIVE
EDR000672,2026-03-21 13:25:08,D0099,U0049,PUP Detected,sccm_client.exe,Medium,Closed,FALSE_POSITIVE
EDR001466,2026-03-11 14:15:00,D0137,U0044,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000888,2026-03-02T14:01:08Z,D0003,U0149,Suspicious Process,chrome.exe,LOW,In Progress,FALSE_POSITIVE
EDR001011,2026-03-02 18:31:57,D0011,U0387,PUP Detected,sccm_client.exe,Low,In Progress,FALSE_POSITIVE
EDR000076,2026-03-22 18:07:12,D0007,U0187,Suspicious Process,python.exe,high,Open,FALSE_POSITIVE
EDR001749,2026-03-05 11:35:10,D0028,U0139,Malware Signature,rundll32.exe,Critical,Closed,TRUE_POSITIVE
EDR001530,2026-03-11 17:27:00,D0060,U0328,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR001321,2026-03-11T07:00:00Z,D0016,U0207,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000095,2026-03-19 19:52:27,D0055,U0211,PUP Detected,antivirus_update.exe,low,Closed,FALSE_POSITIVE
EDR001057,2026-03-08 10:20:07,D0124,U0190,PUP Detected,sccm_client.exe,Medium,In Progress,FALSE_POSITIVE
EDR000910,2026-03-21 18:26:23,D0159,U0271,Suspicious Process,inventory_scan.exe,HIGH,In Progress,FALSE_POSITIVE
EDR001146,2026-03-17 13:16:35,D0039,U0365,Unusual Network,chrome.exe,low,Open,FALSE_POSITIVE
EDR001076,2026-03-07T17:41:17Z,D0029,U0026,Suspicious Process,chrome.exe,High,Closed,FALSE_POSITIVE
EDR000585,2026-03-03 12:27:35,D0017,U0338,Unusual Network,inventory_scan.exe,low,In Progress,FALSE_POSITIVE
EDR000526,2026-03-20 13:41:50,D0166,U0130,Suspicious Process,sccm_client.exe,MEDIUM,Closed,
EDR000189,2026-03-13 12:36:38,D0127,U0338,Unusual Network,outlook.exe,medium,Open,FALSE_POSITIVE
EDR000875,2026-03-16 15:26:25,D0083,U0047,Unusual Network,chrome.exe,low,In Progress,FALSE_POSITIVE
EDR000077,2026-03-04 08:53:16,D0101,U0108,Unusual Network,teams.exe,Medium,In Progress,FALSE_POSITIVE
EDR001847,2026-03-15T12:52:34Z,D9003,U0270,Unusual Network,teams.exe,Medium,Open,
EDR001255,2026-03-11T03:42:00Z,D0153,U0120,Suspicious Process,backup_agent.exe,HIGH,Closed,
EDR001389,2026-03-11T10:24:00Z,D0143,U0068,Suspicious Process,backup_agent.exe,High,Closed,
EDR001686,2026-03-03 15:27:27,D0151,U0255,PowerShell Abuse,sccm_client.exe,critical,Open,NEEDS_INVESTIGATION
EDR001729,2026-03-19 18:46:01,D0038,U0329,PowerShell Abuse,psexec.exe,CRITICAL,In Progress,
EDR001754,2026-03-08 10:24:36,D0079,U0014,Credential Access,mimikatz.exe,Critical,Closed,TRUE_POSITIVE
EDR001784,2026-03-12 02:54:00,D0003,U0007,Credential Access,cryptolock.exe,high,Open,NEEDS_INVESTIGATION
EDR000482,2026-03-05T09:26:07Z,D0042,U0194,Unusual Network,outlook.exe,High,Closed,FALSE_POSITIVE
EDR001785,2026-03-12 02:57:00,D0003,U0007,Persistence Attempt,powershell_enc.exe,critical,Open,NEEDS_INVESTIGATION
EDR000019,2026-03-05T15:22:34Z,D0047,U0215,PUP Detected,antivirus_update.exe,Low,Open,FALSE_POSITIVE
EDR001238,2026-03-11 02:51:00,D0011,U0385,Suspicious Process,backup_agent.exe,high,Closed,FALSE_POSITIVE
EDR000801,2026-03-03 16:43:37,D0060,U0173,Suspicious Process,teams.exe,Low,In Progress,FALSE_POSITIVE
EDR000335,2026-03-03T11:28:46Z,D0175,U0204,Suspicious Process,outlook.exe,Low,In Progress,FALSE_POSITIVE
EDR001376,2026-03-11T09:45:00Z,D0138,U0188,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000294,2026-03-07 08:24:17,D0160,U0073,PUP Detected,sccm_client.exe,low,In Progress,FALSE_POSITIVE
EDR001483,2026-03-11 15:06:00,D0200,U0235,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000844,2026-03-06T11:37:42Z,D0066,U0343,PUP Detected,python.exe,Low,Open,FALSE_POSITIVE
EDR000606,2026-03-11 19:01:52,D0185,U0235,Suspicious Process,outlook.exe,medium,Open,FALSE_POSITIVE
EDR001609,2026-03-16T15:05:32Z,D0141,U0050,PUP Detected,python.exe,high,In Progress,NEEDS_INVESTIGATION
EDR001678,2026-03-09 19:49:24,D0030,U0096,Unusual Network,rundll32.exe,medium,Open,NEEDS_INVESTIGATION
EDR000623,2026-03-08T14:33:19Z,D0137,U0087,Unusual Network,antivirus_update.exe,Medium,Closed,FALSE_POSITIVE
EDR000414,2026-03-04 12:22:52,D0118,U0266,Suspicious Process,inventory_scan.exe,medium,Closed,FALSE_POSITIVE
EDR000485,2026-03-04 13:40:10,D0015,U0272,Unusual Network,antivirus_update.exe,MEDIUM,Open,FALSE_POSITIVE
EDR000442,2026-03-21T19:15:37Z,D0008,U0210,Suspicious Process,antivirus_update.exe,high,Closed,FALSE_POSITIVE
EDR000308,2026-03-04 15:42:01,D0070,U0028,PUP Detected,chrome.exe,medium,Open,
EDR001139,2026-03-10 14:25:05,D0122,U0290,Suspicious Process,antivirus_update.exe,High,Open,FALSE_POSITIVE
EDR001174,2026-03-22 09:00:24,D0133,U0257,PUP Detected,antivirus_update.exe,MEDIUM,In Progress,FALSE_POSITIVE
EDR000677,2026-03-14T10:51:38Z,D0101,U0039,Suspicious Process,teams.exe,LOW,Closed,FALSE_POSITIVE
EDR000682,2026-03-13T17:33:52Z,D0178,U0159,PUP Detected,chrome.exe,High,Open,
EDR000605,2026-03-14 11:04:20,D0018,U0142,PUP Detected,inventory_scan.exe,medium,Open,
EDR001548,2026-03-11 18:21:00,D0010,U0123,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000339,2026-03-07T13:57:41Z,D0089,U0358,Suspicious Process,python.exe,High,In Progress,FALSE_POSITIVE
EDR000416,2026-03-19T16:11:38Z,D0173,U0107,Unusual Network,outlook.exe,HIGH,Open,FALSE_POSITIVE
EDR000032,2026-03-09T15:39:29Z,D0092,U0341,Suspicious Process,teams.exe,HIGH,Open,FALSE_POSITIVE
EDR001824,2026-03-17 03:50:00,D0011,U0113,Credential Access,cryptolock.exe,Critical,Open,TRUE_POSITIVE
EDR000695,2026-03-04T10:24:47Z,D0112,U0369,PUP Detected,sccm_client.exe,MEDIUM,In Progress,FALSE_POSITIVE
EDR000120,2026-03-21 12:15:17,D0102,U0218,PUP Detected,inventory_scan.exe,low,Open,FALSE_POSITIVE
EDR000558,2026-03-18 08:16:39,D0141,U0322,PUP Detected,teams.exe,Low,In Progress,FALSE_POSITIVE
EDR001629,2026-03-19 13:48:18,D0048,U0154,PUP Detected,psexec.exe,CRITICAL,Closed,FALSE_POSITIVE
EDR000842,2026-03-10 11:34:33,D0176,U0359,Unusual Network,sccm_client.exe,MEDIUM,Open,FALSE_POSITIVE
EDR001087,2026-03-03 11:30:51,D0174,U0331,PUP Detected,python.exe,high,Closed,
EDR001103,2026-03-11T16:12:18Z,D0054,U0087,Suspicious Process,antivirus_update.exe,High,Open,FALSE_POSITIVE
EDR000358,2026-03-06 08:14:28,D0063,U0299,PUP Detected,sccm_client.exe,medium,Closed,FALSE_POSITIVE
EDR001819,2026-03-17 03:25:00,D0011,U0113,Persistence Attempt,rundll32.exe,Critical,Open,TRUE_POSITIVE
EDR001565,2026-03-11T19:12:00Z,D0085,U0214,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
EDR000431,2026-03-18 18:55:14,D0157,U0031,PUP Detected,teams.exe,MEDIUM,Open,
EDR001671,2026-03-08 16:51:23,D0007,U0084,Malware Signature,python.exe,Critical,In Progress,
EDR000066,2026-03-04 11:54:26,D0003,U0350,PUP Detected,sccm_client.exe,MEDIUM,Open,FALSE_POSITIVE
EDR001169,2026-03-12T16:00:05Z,D0006,U0180,Unusual Network,antivirus_update.exe,medium,In Progress,FALSE_POSITIVE
EDR001465,2026-03-11T14:12:00Z,D0115,U0296,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR001536,2026-03-11 17:45:00,D0041,U0346,Suspicious Process,backup_agent.exe,High,Closed,FALSE_POSITIVE
EDR000223,2026-03-22 12:20:08,D0007,U0090,Suspicious Process,sccm_client.exe,low,Open,FALSE_POSITIVE
EDR000860,2026-03-19T19:35:45Z,D0165,U0197,Suspicious Process,teams.exe,low,In Progress,FALSE_POSITIVE
EDR000248,2026-03-15T16:06:16Z,D0135,U0153,Unusual Network,chrome.exe,MEDIUM,In Progress,FALSE_POSITIVE
EDR000372,2026-03-17 09:56:17,D0175,U0377,Suspicious Process,teams.exe,HIGH,Open,FALSE_POSITIVE
EDR001182,2026-03-11 00:03:00,D0136,U0259,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE
